Audio path,Prompt path
dataset\audio\MC01Session2wav_headMic0335.wav,dataset\prompts\MC01Session2prompts0335.txt
dataset\audio\MC01Session2wav_headMic0336.wav,dataset\prompts\MC01Session2prompts0336.txt
dataset\audio\MC01Session2wav_headMic0337.wav,dataset\prompts\MC01Session2prompts0337.txt
dataset\audio\MC01Session2wav_headMic0338.wav,dataset\prompts\MC01Session2prompts0338.txt
dataset\audio\MC01Session2wav_headMic0339.wav,dataset\prompts\MC01Session2prompts0339.txt
dataset\audio\MC01Session2wav_headMic0340.wav,dataset\prompts\MC01Session2prompts0340.txt
dataset\audio\MC01Session2wav_headMic0341.wav,dataset\prompts\MC01Session2prompts0341.txt
dataset\audio\MC01Session2wav_headMic0342.wav,dataset\prompts\MC01Session2prompts0342.txt
dataset\audio\MC01Session2wav_headMic0343.wav,dataset\prompts\MC01Session2prompts0343.txt
dataset\audio\MC01Session2wav_headMic0344.wav,dataset\prompts\MC01Session2prompts0344.txt
dataset\audio\MC01Session2wav_headMic0345.wav,dataset\prompts\MC01Session2prompts0345.txt
dataset\audio\MC01Session2wav_headMic0346.wav,dataset\prompts\MC01Session2prompts0346.txt
dataset\audio\MC01Session2wav_headMic0347.wav,dataset\prompts\MC01Session2prompts0347.txt
dataset\audio\MC01Session2wav_headMic0348.wav,dataset\prompts\MC01Session2prompts0348.txt
dataset\audio\MC01Session2wav_headMic0349.wav,dataset\prompts\MC01Session2prompts0349.txt
dataset\audio\MC01Session2wav_headMic0350.wav,dataset\prompts\MC01Session2prompts0350.txt
dataset\audio\MC01Session2wav_headMic0351.wav,dataset\prompts\MC01Session2prompts0351.txt
dataset\audio\MC01Session2wav_headMic0352.wav,dataset\prompts\MC01Session2prompts0352.txt
dataset\audio\MC01Session2wav_headMic0353.wav,dataset\prompts\MC01Session2prompts0353.txt
dataset\audio\MC01Session2wav_headMic0354.wav,dataset\prompts\MC01Session2prompts0354.txt
dataset\audio\MC01Session2wav_headMic0355.wav,dataset\prompts\MC01Session2prompts0355.txt
dataset\audio\MC01Session2wav_headMic0356.wav,dataset\prompts\MC01Session2prompts0356.txt
dataset\audio\MC01Session2wav_headMic0357.wav,dataset\prompts\MC01Session2prompts0357.txt
dataset\audio\MC01Session2wav_headMic0358.wav,dataset\prompts\MC01Session2prompts0358.txt
dataset\audio\MC01Session2wav_headMic0359.wav,dataset\prompts\MC01Session2prompts0359.txt
dataset\audio\MC01Session2wav_headMic0360.wav,dataset\prompts\MC01Session2prompts0360.txt
dataset\audio\MC01Session2wav_headMic0361.wav,dataset\prompts\MC01Session2prompts0361.txt
dataset\audio\MC01Session2wav_headMic0362.wav,dataset\prompts\MC01Session2prompts0362.txt
dataset\audio\MC01Session3wav_headMic0001.wav,dataset\prompts\MC01Session3prompts0001.txt
dataset\audio\MC01Session3wav_headMic0002.wav,dataset\prompts\MC01Session3prompts0002.txt
dataset\audio\MC01Session3wav_headMic0003.wav,dataset\prompts\MC01Session3prompts0003.txt
dataset\audio\MC01Session3wav_headMic0004.wav,dataset\prompts\MC01Session3prompts0004.txt
dataset\audio\MC01Session3wav_headMic0005.wav,dataset\prompts\MC01Session3prompts0005.txt
dataset\audio\MC01Session3wav_headMic0006.wav,dataset\prompts\MC01Session3prompts0006.txt
dataset\audio\MC01Session3wav_headMic0007.wav,dataset\prompts\MC01Session3prompts0007.txt
dataset\audio\MC01Session3wav_headMic0008.wav,dataset\prompts\MC01Session3prompts0008.txt
dataset\audio\MC01Session3wav_headMic0009.wav,dataset\prompts\MC01Session3prompts0009.txt
dataset\audio\MC01Session3wav_headMic0010.wav,dataset\prompts\MC01Session3prompts0010.txt
dataset\audio\MC01Session3wav_headMic0011.wav,dataset\prompts\MC01Session3prompts0011.txt
dataset\audio\MC01Session3wav_headMic0012.wav,dataset\prompts\MC01Session3prompts0012.txt
dataset\audio\MC01Session3wav_headMic0013.wav,dataset\prompts\MC01Session3prompts0013.txt
dataset\audio\MC01Session3wav_headMic0014.wav,dataset\prompts\MC01Session3prompts0014.txt
dataset\audio\MC01Session3wav_headMic0015.wav,dataset\prompts\MC01Session3prompts0015.txt
dataset\audio\MC01Session3wav_headMic0016.wav,dataset\prompts\MC01Session3prompts0016.txt
dataset\audio\MC01Session3wav_headMic0017.wav,dataset\prompts\MC01Session3prompts0017.txt
dataset\audio\MC01Session3wav_headMic0018.wav,dataset\prompts\MC01Session3prompts0018.txt
dataset\audio\MC01Session3wav_headMic0019.wav,dataset\prompts\MC01Session3prompts0019.txt
dataset\audio\MC01Session3wav_headMic0020.wav,dataset\prompts\MC01Session3prompts0020.txt
dataset\audio\MC01Session3wav_headMic0021.wav,dataset\prompts\MC01Session3prompts0021.txt
dataset\audio\MC01Session3wav_headMic0022.wav,dataset\prompts\MC01Session3prompts0022.txt
dataset\audio\MC01Session3wav_headMic0023.wav,dataset\prompts\MC01Session3prompts0023.txt
dataset\audio\MC01Session3wav_headMic0024.wav,dataset\prompts\MC01Session3prompts0024.txt
dataset\audio\MC01Session3wav_headMic0025.wav,dataset\prompts\MC01Session3prompts0025.txt
dataset\audio\MC01Session3wav_headMic0026.wav,dataset\prompts\MC01Session3prompts0026.txt
dataset\audio\MC01Session3wav_headMic0027.wav,dataset\prompts\MC01Session3prompts0027.txt
dataset\audio\MC01Session3wav_headMic0028.wav,dataset\prompts\MC01Session3prompts0028.txt
dataset\audio\MC01Session3wav_headMic0029.wav,dataset\prompts\MC01Session3prompts0029.txt
dataset\audio\MC01Session3wav_headMic0030.wav,dataset\prompts\MC01Session3prompts0030.txt
dataset\audio\MC01Session3wav_headMic0031.wav,dataset\prompts\MC01Session3prompts0031.txt
dataset\audio\MC01Session3wav_headMic0032.wav,dataset\prompts\MC01Session3prompts0032.txt
dataset\audio\MC01Session3wav_headMic0033.wav,dataset\prompts\MC01Session3prompts0033.txt
dataset\audio\MC01Session3wav_headMic0034.wav,dataset\prompts\MC01Session3prompts0034.txt
dataset\audio\MC01Session3wav_headMic0035.wav,dataset\prompts\MC01Session3prompts0035.txt
dataset\audio\MC01Session3wav_headMic0036.wav,dataset\prompts\MC01Session3prompts0036.txt
dataset\audio\MC01Session3wav_headMic0037.wav,dataset\prompts\MC01Session3prompts0037.txt
dataset\audio\MC01Session3wav_headMic0038.wav,dataset\prompts\MC01Session3prompts0038.txt
dataset\audio\MC01Session3wav_headMic0039.wav,dataset\prompts\MC01Session3prompts0039.txt
dataset\audio\MC01Session3wav_headMic0040.wav,dataset\prompts\MC01Session3prompts0040.txt
dataset\audio\MC01Session3wav_headMic0041.wav,dataset\prompts\MC01Session3prompts0041.txt
dataset\audio\MC01Session3wav_headMic0042.wav,dataset\prompts\MC01Session3prompts0042.txt
dataset\audio\MC01Session3wav_headMic0043.wav,dataset\prompts\MC01Session3prompts0043.txt
dataset\audio\MC01Session3wav_headMic0044.wav,dataset\prompts\MC01Session3prompts0044.txt
dataset\audio\MC01Session3wav_headMic0045.wav,dataset\prompts\MC01Session3prompts0045.txt
dataset\audio\MC01Session3wav_headMic0046.wav,dataset\prompts\MC01Session3prompts0046.txt
dataset\audio\MC01Session3wav_headMic0047.wav,dataset\prompts\MC01Session3prompts0047.txt
dataset\audio\MC01Session3wav_headMic0048.wav,dataset\prompts\MC01Session3prompts0048.txt
dataset\audio\MC01Session3wav_headMic0049.wav,dataset\prompts\MC01Session3prompts0049.txt
dataset\audio\MC01Session3wav_headMic0050.wav,dataset\prompts\MC01Session3prompts0050.txt
dataset\audio\MC01Session3wav_headMic0051.wav,dataset\prompts\MC01Session3prompts0051.txt
dataset\audio\MC01Session3wav_headMic0052.wav,dataset\prompts\MC01Session3prompts0052.txt
dataset\audio\MC01Session3wav_headMic0053.wav,dataset\prompts\MC01Session3prompts0053.txt
dataset\audio\MC01Session3wav_headMic0054.wav,dataset\prompts\MC01Session3prompts0054.txt
dataset\audio\MC01Session3wav_headMic0055.wav,dataset\prompts\MC01Session3prompts0055.txt
dataset\audio\MC01Session3wav_headMic0056.wav,dataset\prompts\MC01Session3prompts0056.txt
dataset\audio\MC01Session3wav_headMic0057.wav,dataset\prompts\MC01Session3prompts0057.txt
dataset\audio\MC01Session3wav_headMic0058.wav,dataset\prompts\MC01Session3prompts0058.txt
dataset\audio\MC01Session3wav_headMic0059.wav,dataset\prompts\MC01Session3prompts0059.txt
dataset\audio\MC01Session3wav_headMic0060.wav,dataset\prompts\MC01Session3prompts0060.txt
dataset\audio\MC01Session3wav_headMic0061.wav,dataset\prompts\MC01Session3prompts0061.txt
dataset\audio\MC01Session3wav_headMic0062.wav,dataset\prompts\MC01Session3prompts0062.txt
dataset\audio\MC01Session3wav_headMic0063.wav,dataset\prompts\MC01Session3prompts0063.txt
dataset\audio\MC01Session3wav_headMic0064.wav,dataset\prompts\MC01Session3prompts0064.txt
dataset\audio\MC01Session3wav_headMic0065.wav,dataset\prompts\MC01Session3prompts0065.txt
dataset\audio\MC01Session3wav_headMic0066.wav,dataset\prompts\MC01Session3prompts0066.txt
dataset\audio\MC01Session3wav_headMic0067.wav,dataset\prompts\MC01Session3prompts0067.txt
dataset\audio\MC01Session3wav_headMic0068.wav,dataset\prompts\MC01Session3prompts0068.txt
dataset\audio\MC01Session3wav_headMic0069.wav,dataset\prompts\MC01Session3prompts0069.txt
dataset\audio\MC01Session3wav_headMic0070.wav,dataset\prompts\MC01Session3prompts0070.txt
dataset\audio\MC01Session3wav_headMic0071.wav,dataset\prompts\MC01Session3prompts0071.txt
dataset\audio\MC01Session3wav_headMic0072.wav,dataset\prompts\MC01Session3prompts0072.txt
dataset\audio\MC01Session3wav_headMic0073.wav,dataset\prompts\MC01Session3prompts0073.txt
dataset\audio\MC01Session3wav_headMic0074.wav,dataset\prompts\MC01Session3prompts0074.txt
dataset\audio\MC01Session3wav_headMic0075.wav,dataset\prompts\MC01Session3prompts0075.txt
dataset\audio\MC01Session3wav_headMic0076.wav,dataset\prompts\MC01Session3prompts0076.txt
dataset\audio\MC01Session3wav_headMic0077.wav,dataset\prompts\MC01Session3prompts0077.txt
dataset\audio\MC01Session3wav_headMic0078.wav,dataset\prompts\MC01Session3prompts0078.txt
dataset\audio\MC01Session3wav_headMic0079.wav,dataset\prompts\MC01Session3prompts0079.txt
dataset\audio\MC01Session3wav_headMic0080.wav,dataset\prompts\MC01Session3prompts0080.txt
dataset\audio\MC01Session3wav_headMic0081.wav,dataset\prompts\MC01Session3prompts0081.txt
dataset\audio\MC01Session3wav_headMic0082.wav,dataset\prompts\MC01Session3prompts0082.txt
dataset\audio\MC01Session3wav_headMic0083.wav,dataset\prompts\MC01Session3prompts0083.txt
dataset\audio\MC01Session3wav_headMic0084.wav,dataset\prompts\MC01Session3prompts0084.txt
dataset\audio\MC01Session3wav_headMic0085.wav,dataset\prompts\MC01Session3prompts0085.txt
dataset\audio\MC01Session3wav_headMic0086.wav,dataset\prompts\MC01Session3prompts0086.txt
dataset\audio\MC01Session3wav_headMic0087.wav,dataset\prompts\MC01Session3prompts0087.txt
dataset\audio\MC01Session3wav_headMic0088.wav,dataset\prompts\MC01Session3prompts0088.txt
dataset\audio\MC01Session3wav_headMic0089.wav,dataset\prompts\MC01Session3prompts0089.txt
dataset\audio\MC01Session3wav_headMic0090.wav,dataset\prompts\MC01Session3prompts0090.txt
dataset\audio\MC01Session3wav_headMic0091.wav,dataset\prompts\MC01Session3prompts0091.txt
dataset\audio\MC01Session3wav_headMic0092.wav,dataset\prompts\MC01Session3prompts0092.txt
dataset\audio\MC01Session3wav_headMic0093.wav,dataset\prompts\MC01Session3prompts0093.txt
dataset\audio\MC01Session3wav_headMic0094.wav,dataset\prompts\MC01Session3prompts0094.txt
dataset\audio\MC01Session3wav_headMic0095.wav,dataset\prompts\MC01Session3prompts0095.txt
dataset\audio\MC01Session3wav_headMic0096.wav,dataset\prompts\MC01Session3prompts0096.txt
dataset\audio\MC01Session3wav_headMic0097.wav,dataset\prompts\MC01Session3prompts0097.txt
dataset\audio\MC01Session3wav_headMic0098.wav,dataset\prompts\MC01Session3prompts0098.txt
dataset\audio\MC01Session3wav_headMic0099.wav,dataset\prompts\MC01Session3prompts0099.txt
dataset\audio\MC01Session3wav_headMic0100.wav,dataset\prompts\MC01Session3prompts0100.txt
dataset\audio\MC01Session3wav_headMic0101.wav,dataset\prompts\MC01Session3prompts0101.txt
dataset\audio\MC01Session3wav_headMic0102.wav,dataset\prompts\MC01Session3prompts0102.txt
dataset\audio\MC01Session3wav_headMic0103.wav,dataset\prompts\MC01Session3prompts0103.txt
dataset\audio\MC01Session3wav_headMic0104.wav,dataset\prompts\MC01Session3prompts0104.txt
dataset\audio\MC01Session3wav_headMic0105.wav,dataset\prompts\MC01Session3prompts0105.txt
dataset\audio\MC01Session3wav_headMic0106.wav,dataset\prompts\MC01Session3prompts0106.txt
dataset\audio\MC01Session3wav_headMic0107.wav,dataset\prompts\MC01Session3prompts0107.txt
dataset\audio\MC01Session3wav_headMic0108.wav,dataset\prompts\MC01Session3prompts0108.txt
dataset\audio\MC01Session3wav_headMic0109.wav,dataset\prompts\MC01Session3prompts0109.txt
dataset\audio\MC01Session3wav_headMic0110.wav,dataset\prompts\MC01Session3prompts0110.txt
dataset\audio\MC01Session3wav_headMic0111.wav,dataset\prompts\MC01Session3prompts0111.txt
dataset\audio\MC01Session3wav_headMic0112.wav,dataset\prompts\MC01Session3prompts0112.txt
dataset\audio\MC01Session3wav_headMic0113.wav,dataset\prompts\MC01Session3prompts0113.txt
dataset\audio\MC01Session3wav_headMic0114.wav,dataset\prompts\MC01Session3prompts0114.txt
dataset\audio\MC01Session3wav_headMic0115.wav,dataset\prompts\MC01Session3prompts0115.txt
dataset\audio\MC01Session3wav_headMic0116.wav,dataset\prompts\MC01Session3prompts0116.txt
dataset\audio\MC01Session3wav_headMic0117.wav,dataset\prompts\MC01Session3prompts0117.txt
dataset\audio\MC01Session3wav_headMic0118.wav,dataset\prompts\MC01Session3prompts0118.txt
dataset\audio\MC01Session3wav_headMic0119.wav,dataset\prompts\MC01Session3prompts0119.txt
dataset\audio\MC01Session3wav_headMic0120.wav,dataset\prompts\MC01Session3prompts0120.txt
dataset\audio\MC01Session3wav_headMic0121.wav,dataset\prompts\MC01Session3prompts0121.txt
dataset\audio\MC01Session3wav_headMic0122.wav,dataset\prompts\MC01Session3prompts0122.txt
dataset\audio\MC01Session3wav_headMic0123.wav,dataset\prompts\MC01Session3prompts0123.txt
dataset\audio\MC01Session3wav_headMic0124.wav,dataset\prompts\MC01Session3prompts0124.txt
dataset\audio\MC01Session3wav_headMic0125.wav,dataset\prompts\MC01Session3prompts0125.txt
dataset\audio\MC01Session3wav_headMic0126.wav,dataset\prompts\MC01Session3prompts0126.txt
dataset\audio\MC01Session3wav_headMic0127.wav,dataset\prompts\MC01Session3prompts0127.txt
dataset\audio\MC01Session3wav_headMic0128.wav,dataset\prompts\MC01Session3prompts0128.txt
dataset\audio\MC01Session3wav_headMic0129.wav,dataset\prompts\MC01Session3prompts0129.txt
dataset\audio\MC01Session3wav_headMic0130.wav,dataset\prompts\MC01Session3prompts0130.txt
dataset\audio\MC01Session3wav_headMic0131.wav,dataset\prompts\MC01Session3prompts0131.txt
dataset\audio\MC01Session3wav_headMic0132.wav,dataset\prompts\MC01Session3prompts0132.txt
dataset\audio\MC01Session3wav_headMic0133.wav,dataset\prompts\MC01Session3prompts0133.txt
dataset\audio\MC01Session3wav_headMic0134.wav,dataset\prompts\MC01Session3prompts0134.txt
dataset\audio\MC01Session3wav_headMic0135.wav,dataset\prompts\MC01Session3prompts0135.txt
dataset\audio\MC01Session3wav_headMic0136.wav,dataset\prompts\MC01Session3prompts0136.txt
dataset\audio\MC01Session3wav_headMic0137.wav,dataset\prompts\MC01Session3prompts0137.txt
dataset\audio\MC01Session3wav_headMic0138.wav,dataset\prompts\MC01Session3prompts0138.txt
dataset\audio\MC01Session3wav_headMic0139.wav,dataset\prompts\MC01Session3prompts0139.txt
dataset\audio\MC01Session3wav_headMic0140.wav,dataset\prompts\MC01Session3prompts0140.txt
dataset\audio\MC01Session3wav_headMic0141.wav,dataset\prompts\MC01Session3prompts0141.txt
dataset\audio\MC01Session3wav_headMic0142.wav,dataset\prompts\MC01Session3prompts0142.txt
dataset\audio\MC01Session3wav_headMic0143.wav,dataset\prompts\MC01Session3prompts0143.txt
dataset\audio\MC01Session3wav_headMic0144.wav,dataset\prompts\MC01Session3prompts0144.txt
dataset\audio\MC01Session3wav_headMic0145.wav,dataset\prompts\MC01Session3prompts0145.txt
dataset\audio\MC01Session3wav_headMic0146.wav,dataset\prompts\MC01Session3prompts0146.txt
dataset\audio\MC01Session3wav_headMic0147.wav,dataset\prompts\MC01Session3prompts0147.txt
dataset\audio\MC01Session3wav_headMic0148.wav,dataset\prompts\MC01Session3prompts0148.txt
dataset\audio\MC01Session3wav_headMic0149.wav,dataset\prompts\MC01Session3prompts0149.txt
dataset\audio\MC01Session3wav_headMic0150.wav,dataset\prompts\MC01Session3prompts0150.txt
dataset\audio\MC01Session3wav_headMic0151.wav,dataset\prompts\MC01Session3prompts0151.txt
dataset\audio\MC01Session3wav_headMic0152.wav,dataset\prompts\MC01Session3prompts0152.txt
dataset\audio\MC01Session3wav_headMic0153.wav,dataset\prompts\MC01Session3prompts0153.txt
dataset\audio\MC01Session3wav_headMic0154.wav,dataset\prompts\MC01Session3prompts0154.txt
dataset\audio\MC01Session3wav_headMic0155.wav,dataset\prompts\MC01Session3prompts0155.txt
dataset\audio\MC01Session3wav_headMic0156.wav,dataset\prompts\MC01Session3prompts0156.txt
dataset\audio\MC01Session3wav_headMic0157.wav,dataset\prompts\MC01Session3prompts0157.txt
dataset\audio\MC01Session3wav_headMic0158.wav,dataset\prompts\MC01Session3prompts0158.txt
dataset\audio\MC01Session3wav_headMic0159.wav,dataset\prompts\MC01Session3prompts0159.txt
dataset\audio\MC01Session3wav_headMic0160.wav,dataset\prompts\MC01Session3prompts0160.txt
dataset\audio\MC01Session3wav_headMic0161.wav,dataset\prompts\MC01Session3prompts0161.txt
dataset\audio\MC01Session3wav_headMic0162.wav,dataset\prompts\MC01Session3prompts0162.txt
dataset\audio\MC01Session3wav_headMic0163.wav,dataset\prompts\MC01Session3prompts0163.txt
dataset\audio\MC01Session3wav_headMic0164.wav,dataset\prompts\MC01Session3prompts0164.txt
dataset\audio\MC01Session3wav_headMic0165.wav,dataset\prompts\MC01Session3prompts0165.txt
dataset\audio\MC01Session3wav_headMic0166.wav,dataset\prompts\MC01Session3prompts0166.txt
dataset\audio\MC01Session3wav_headMic0167.wav,dataset\prompts\MC01Session3prompts0167.txt
dataset\audio\MC01Session3wav_headMic0168.wav,dataset\prompts\MC01Session3prompts0168.txt
dataset\audio\MC01Session3wav_headMic0169.wav,dataset\prompts\MC01Session3prompts0169.txt
dataset\audio\MC01Session3wav_headMic0170.wav,dataset\prompts\MC01Session3prompts0170.txt
dataset\audio\MC01Session3wav_headMic0171.wav,dataset\prompts\MC01Session3prompts0171.txt
dataset\audio\MC01Session3wav_headMic0172.wav,dataset\prompts\MC01Session3prompts0172.txt
dataset\audio\MC01Session3wav_headMic0173.wav,dataset\prompts\MC01Session3prompts0173.txt
dataset\audio\MC01Session3wav_headMic0174.wav,dataset\prompts\MC01Session3prompts0174.txt
dataset\audio\MC01Session3wav_headMic0175.wav,dataset\prompts\MC01Session3prompts0175.txt
dataset\audio\MC01Session3wav_headMic0176.wav,dataset\prompts\MC01Session3prompts0176.txt
dataset\audio\MC01Session3wav_headMic0177.wav,dataset\prompts\MC01Session3prompts0177.txt
dataset\audio\MC01Session3wav_headMic0178.wav,dataset\prompts\MC01Session3prompts0178.txt
dataset\audio\MC01Session3wav_headMic0179.wav,dataset\prompts\MC01Session3prompts0179.txt
dataset\audio\MC01Session3wav_headMic0180.wav,dataset\prompts\MC01Session3prompts0180.txt
dataset\audio\MC01Session3wav_headMic0181.wav,dataset\prompts\MC01Session3prompts0181.txt
dataset\audio\MC01Session3wav_headMic0182.wav,dataset\prompts\MC01Session3prompts0182.txt
dataset\audio\MC01Session3wav_headMic0183.wav,dataset\prompts\MC01Session3prompts0183.txt
dataset\audio\MC01Session3wav_headMic0184.wav,dataset\prompts\MC01Session3prompts0184.txt
dataset\audio\MC01Session3wav_headMic0185.wav,dataset\prompts\MC01Session3prompts0185.txt
dataset\audio\MC01Session3wav_headMic0186.wav,dataset\prompts\MC01Session3prompts0186.txt
dataset\audio\MC01Session3wav_headMic0187.wav,dataset\prompts\MC01Session3prompts0187.txt
dataset\audio\MC01Session3wav_headMic0188.wav,dataset\prompts\MC01Session3prompts0188.txt
dataset\audio\MC01Session3wav_headMic0189.wav,dataset\prompts\MC01Session3prompts0189.txt
dataset\audio\MC01Session3wav_headMic0190.wav,dataset\prompts\MC01Session3prompts0190.txt
dataset\audio\MC01Session3wav_headMic0191.wav,dataset\prompts\MC01Session3prompts0191.txt
dataset\audio\MC01Session3wav_headMic0192.wav,dataset\prompts\MC01Session3prompts0192.txt
dataset\audio\MC01Session3wav_headMic0193.wav,dataset\prompts\MC01Session3prompts0193.txt
dataset\audio\MC01Session3wav_headMic0194.wav,dataset\prompts\MC01Session3prompts0194.txt
dataset\audio\MC01Session3wav_headMic0195.wav,dataset\prompts\MC01Session3prompts0195.txt
dataset\audio\MC01Session3wav_headMic0196.wav,dataset\prompts\MC01Session3prompts0196.txt
dataset\audio\MC01Session3wav_headMic0197.wav,dataset\prompts\MC01Session3prompts0197.txt
dataset\audio\MC01Session3wav_headMic0198.wav,dataset\prompts\MC01Session3prompts0198.txt
dataset\audio\MC01Session3wav_headMic0199.wav,dataset\prompts\MC01Session3prompts0199.txt
dataset\audio\MC01Session3wav_headMic0200.wav,dataset\prompts\MC01Session3prompts0200.txt
dataset\audio\MC01Session3wav_headMic0201.wav,dataset\prompts\MC01Session3prompts0201.txt
dataset\audio\MC01Session3wav_headMic0202.wav,dataset\prompts\MC01Session3prompts0202.txt
dataset\audio\MC01Session3wav_headMic0203.wav,dataset\prompts\MC01Session3prompts0203.txt
dataset\audio\MC01Session3wav_headMic0204.wav,dataset\prompts\MC01Session3prompts0204.txt
dataset\audio\MC01Session3wav_headMic0205.wav,dataset\prompts\MC01Session3prompts0205.txt
dataset\audio\MC01Session3wav_headMic0206.wav,dataset\prompts\MC01Session3prompts0206.txt
dataset\audio\MC01Session3wav_headMic0207.wav,dataset\prompts\MC01Session3prompts0207.txt
dataset\audio\MC01Session3wav_headMic0208.wav,dataset\prompts\MC01Session3prompts0208.txt
dataset\audio\MC01Session3wav_headMic0209.wav,dataset\prompts\MC01Session3prompts0209.txt
dataset\audio\MC01Session3wav_headMic0210.wav,dataset\prompts\MC01Session3prompts0210.txt
dataset\audio\MC01Session3wav_headMic0211.wav,dataset\prompts\MC01Session3prompts0211.txt
dataset\audio\MC01Session3wav_headMic0212.wav,dataset\prompts\MC01Session3prompts0212.txt
dataset\audio\MC01Session3wav_headMic0213.wav,dataset\prompts\MC01Session3prompts0213.txt
dataset\audio\MC01Session3wav_headMic0214.wav,dataset\prompts\MC01Session3prompts0214.txt
dataset\audio\MC01Session3wav_headMic0215.wav,dataset\prompts\MC01Session3prompts0215.txt
dataset\audio\MC01Session3wav_headMic0216.wav,dataset\prompts\MC01Session3prompts0216.txt
dataset\audio\MC01Session3wav_headMic0217.wav,dataset\prompts\MC01Session3prompts0217.txt
dataset\audio\MC01Session3wav_headMic0218.wav,dataset\prompts\MC01Session3prompts0218.txt
dataset\audio\MC01Session3wav_headMic0219.wav,dataset\prompts\MC01Session3prompts0219.txt
dataset\audio\MC01Session3wav_headMic0220.wav,dataset\prompts\MC01Session3prompts0220.txt
dataset\audio\MC01Session3wav_headMic0221.wav,dataset\prompts\MC01Session3prompts0221.txt
dataset\audio\MC01Session3wav_headMic0222.wav,dataset\prompts\MC01Session3prompts0222.txt
dataset\audio\MC01Session3wav_headMic0223.wav,dataset\prompts\MC01Session3prompts0223.txt
dataset\audio\MC01Session3wav_headMic0224.wav,dataset\prompts\MC01Session3prompts0224.txt
dataset\audio\MC01Session3wav_headMic0225.wav,dataset\prompts\MC01Session3prompts0225.txt
dataset\audio\MC01Session3wav_headMic0226.wav,dataset\prompts\MC01Session3prompts0226.txt
dataset\audio\MC01Session3wav_headMic0227.wav,dataset\prompts\MC01Session3prompts0227.txt
dataset\audio\MC01Session3wav_headMic0228.wav,dataset\prompts\MC01Session3prompts0228.txt
dataset\audio\MC01Session3wav_headMic0229.wav,dataset\prompts\MC01Session3prompts0229.txt
dataset\audio\MC01Session3wav_headMic0230.wav,dataset\prompts\MC01Session3prompts0230.txt
dataset\audio\MC01Session3wav_headMic0231.wav,dataset\prompts\MC01Session3prompts0231.txt
dataset\audio\MC01Session3wav_headMic0232.wav,dataset\prompts\MC01Session3prompts0232.txt
dataset\audio\MC01Session3wav_headMic0233.wav,dataset\prompts\MC01Session3prompts0233.txt
dataset\audio\MC01Session3wav_headMic0234.wav,dataset\prompts\MC01Session3prompts0234.txt
dataset\audio\MC01Session3wav_headMic0235.wav,dataset\prompts\MC01Session3prompts0235.txt
dataset\audio\MC01Session3wav_headMic0236.wav,dataset\prompts\MC01Session3prompts0236.txt
dataset\audio\MC01Session3wav_headMic0237.wav,dataset\prompts\MC01Session3prompts0237.txt
dataset\audio\MC01Session3wav_headMic0238.wav,dataset\prompts\MC01Session3prompts0238.txt
dataset\audio\MC01Session3wav_headMic0239.wav,dataset\prompts\MC01Session3prompts0239.txt
dataset\audio\MC01Session3wav_headMic0240.wav,dataset\prompts\MC01Session3prompts0240.txt
dataset\audio\MC01Session3wav_headMic0241.wav,dataset\prompts\MC01Session3prompts0241.txt
dataset\audio\MC01Session3wav_headMic0242.wav,dataset\prompts\MC01Session3prompts0242.txt
dataset\audio\MC01Session3wav_headMic0243.wav,dataset\prompts\MC01Session3prompts0243.txt
dataset\audio\MC01Session3wav_headMic0244.wav,dataset\prompts\MC01Session3prompts0244.txt
dataset\audio\MC01Session3wav_headMic0245.wav,dataset\prompts\MC01Session3prompts0245.txt
dataset\audio\MC01Session3wav_headMic0246.wav,dataset\prompts\MC01Session3prompts0246.txt
dataset\audio\MC01Session3wav_headMic0247.wav,dataset\prompts\MC01Session3prompts0247.txt
dataset\audio\MC01Session3wav_headMic0248.wav,dataset\prompts\MC01Session3prompts0248.txt
dataset\audio\MC01Session3wav_headMic0249.wav,dataset\prompts\MC01Session3prompts0249.txt
dataset\audio\MC01Session3wav_headMic0250.wav,dataset\prompts\MC01Session3prompts0250.txt
dataset\audio\MC01Session3wav_headMic0251.wav,dataset\prompts\MC01Session3prompts0251.txt
dataset\audio\MC01Session3wav_headMic0252.wav,dataset\prompts\MC01Session3prompts0252.txt
dataset\audio\MC01Session3wav_headMic0253.wav,dataset\prompts\MC01Session3prompts0253.txt
dataset\audio\MC01Session3wav_headMic0254.wav,dataset\prompts\MC01Session3prompts0254.txt
dataset\audio\MC01Session3wav_headMic0255.wav,dataset\prompts\MC01Session3prompts0255.txt
dataset\audio\MC01Session3wav_headMic0256.wav,dataset\prompts\MC01Session3prompts0256.txt
dataset\audio\MC01Session3wav_headMic0257.wav,dataset\prompts\MC01Session3prompts0257.txt
dataset\audio\MC01Session3wav_headMic0258.wav,dataset\prompts\MC01Session3prompts0258.txt
dataset\audio\MC01Session3wav_headMic0259.wav,dataset\prompts\MC01Session3prompts0259.txt
dataset\audio\MC01Session3wav_headMic0260.wav,dataset\prompts\MC01Session3prompts0260.txt
dataset\audio\MC01Session3wav_headMic0261.wav,dataset\prompts\MC01Session3prompts0261.txt
dataset\audio\MC01Session3wav_headMic0262.wav,dataset\prompts\MC01Session3prompts0262.txt
dataset\audio\MC01Session3wav_headMic0263.wav,dataset\prompts\MC01Session3prompts0263.txt
