audio path,prompt,length
dataset\audio\M02Session1wav_headMic0238.wav,The train approached the depot slowly.,38
dataset\audio\M01Session2wav_headMic0202.wav,This is a period of transition for me.,38
dataset\audio\F04Session2wav_headMic0126.wav,This is a period of transition for me.,38
dataset\audio\FC02Session3wav_headMic0202.wav,Those musicians harmonize marvelously.,38
dataset\audio\FC03Session1wav_headMic0179.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\MC02Session1wav_headMic0195.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\FC02Session3wav_headMic0145.wav,Then we'd really have someplace to go.,38
dataset\audio\F03Session2wav_headMic0101.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\FC02Session3wav_headMic0461.wav,That pickpocket was caught red-handed.,38
dataset\audio\FC03Session1wav_headMic0332.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\FC03Session3wav_headMic0158.wav,Challenge each general's intelligence.,38
dataset\audio\MC01Session3wav_headMic0220.wav,We're all disappointed with our start.,38
dataset\audio\M02Session2wav_headMic0121.wav,This is a period of transition for me.,38
dataset\audio\FC03Session2wav_headMic0277.wav,That pickpocket was caught red-handed.,38
dataset\audio\FC02Session3wav_headMic0966.wav,This railroad's future is in the West.,38
dataset\audio\M01Session2wav_headMic0129.wav,The train approached the depot slowly.,38
dataset\audio\MC03Session2wav_headMic0164.wav,That pickpocket was caught red-handed.,38
dataset\audio\MC01Session3wav_headMic0055.wav,The marriage went well from the start.,38
dataset\audio\MC04Session1wav_headMic0589.wav,Help celebrate your brother's success.,38
dataset\audio\FC03Session2wav_headMic0292.wav,The marriage went well from the start.,38
dataset\audio\M01Session2wav_headMic0117.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\FC02Session3wav_headMic0462.wav,That pickpocket was caught red-handed.,38
dataset\audio\M05Session2wav_headMic0179.wav,This is a period of transition for me.,38
dataset\audio\M04Session2wav_headMic0231.wav,The train approached the depot slowly.,38
dataset\audio\M03Session2wav_headMic0162.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\FC03Session3wav_headMic0088.wav,Chocolate and roses never fail actually,39
dataset\audio\M05Session2wav_headMic0256.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\MC01Session3wav_headMic0022.wav,I was pleased with the way things went.,39
dataset\audio\FC03Session2wav_headMic0377.wav,The golfing fathers ruled in his favor.,39
dataset\audio\FC01Session1wav_headMic0111.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\MC02Session1wav_headMic0367.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\M02Session1wav_headMic0066.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\FC02Session3wav_headMic0343.wav,There was only one decision to be made.,39
dataset\audio\FC02Session3wav_headMic0294.wav,Some prefer the traditional steel kind.,39
dataset\audio\M04Session2wav_headMic0286.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\M05Session2wav_headMic0027.wav,One validated acts of school districts.,39
dataset\audio\MC01Session1wav_headMic0245.wav,One validated acts of school districts.,39
dataset\audio\MC01Session2wav_headMic0360.wav,The golfing fathers ruled in his favor.,39
dataset\audio\MC03Session1wav_headMic0128.wav,One validated acts of school districts.,39
dataset\audio\MC01Session1wav_headMic0019.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\M05Session1wav_headMic0077.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\MC04Session1wav_headMic0631.wav,Some prefer the traditional steel kind.,39
dataset\audio\MC03Session2wav_headMic0113.wav,The golfing fathers ruled in his favor.,39
dataset\audio\MC03Session1wav_headMic0340.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\M03Session2wav_headMic0065.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\FC03Session2wav_headMic0293.wav,I was pleased with the way things went.,39
dataset\audio\MC01Session1wav_headMic0287.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\MC03Session2wav_headMic0123.wav,I was pleased with the way things went.,39
dataset\audio\MC04Session1wav_headMic0167.wav,One validated acts of school districts.,39
dataset\audio\FC03Session2wav_headMic0195.wav,There was only one decision to be made.,39
dataset\audio\M04Session2wav_headMic0153.wav,One validated acts of school districts.,39
dataset\audio\MC01Session2wav_headMic0343.wav,They will take a wedding trip together.,39
dataset\audio\FC03Session2wav_headMic0181.wav,Coconut cream pie makes a nice dessert.,39
dataset\audio\FC03Session2wav_headMic0211.wav,Some prefer the traditional steel kind.,39
dataset\audio\M02Session2wav_headMic0163.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\F01Session1wav_headMic0104.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\FC02Session3wav_headMic0416.wav,The golfing fathers ruled in his favor.,39
dataset\audio\F03Session1wav_headMic0115.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\FC02Session3wav_headMic0837.wav,I like them because they are practical.,39
dataset\audio\MC03Session1wav_headMic0579.wav,Some prefer the traditional steel kind.,39
dataset\audio\F01Session1wav_headMic0106.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\MC03Session1wav_headMic0057.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\M01Session2wav_headMic0045.wav,One validated acts of school districts.,39
dataset\audio\F03Session1wav_headMic0188.wav,One validated acts of school districts.,39
dataset\audio\MC03Session1wav_headMic0510.wav,Coconut cream pie makes a nice dessert.,39
dataset\audio\F03Session3wav_headMic0183.wav,Some prefer the traditional steel kind.,39
dataset\audio\MC03Session1wav_headMic0562.wav,There was only one decision to be made.,39
dataset\audio\M02Session1wav_headMic0222.wav,One validated acts of school districts.,39
dataset\audio\M01Session2wav_headMic0208.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\FC03Session1wav_headMic0372.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\MC02Session1wav_headMic0062.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\FC02Session3wav_headMic0813.wav,Only two seemed really appealing to me.,39
dataset\audio\MC04Session1wav_headMic0575.wav,Coconut cream pie makes a nice dessert.,39
dataset\audio\MC02Session1wav_headMic0225.wav,One validated acts of school districts.,39
dataset\audio\F03Session3wav_headMic0097.wav,There was only one decision to be made.,39
dataset\audio\FC02Session3wav_headMic0432.wav,I was pleased with the way things went.,39
dataset\audio\FC03Session1wav_headMic0115.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\MC04Session1wav_headMic0383.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\MC04Session1wav_headMic0590.wav,There was only one decision to be made.,39
dataset\audio\MC01Session2wav_headMic0195.wav,Coconut cream pie makes a nice dessert.,39
dataset\audio\M03Session2wav_headMic0351.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\F03Session3wav_headMic0084.wav,There was only one decision to be made.,39
dataset\audio\MC01Session3wav_headMic0395.wav,Only two seemed really appealing to me.,39
dataset\audio\FC03Session1wav_headMic0231.wav,One validated acts of school districts.,39
dataset\audio\FC02Session3wav_headMic0275.wav,Coconut cream pie makes a nice dessert.,39
dataset\audio\F04Session2wav_headMic0170.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\M01Session1wav_headMic0026.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\F03Session3wav_headMic0065.wav,There was only one decision to be made.,39
dataset\audio\MC04Session1wav_headMic0109.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\MC01Session2wav_headMic0266.wav,There was only one decision to be made.,39
dataset\audio\M03Session2wav_headMic0128.wav,One validated acts of school districts.,39
dataset\audio\MC01Session3wav_headMic0382.wav,I like them because they are practical.,39
dataset\audio\F04Session2wav_headMic0058.wav,One validated acts of school districts.,39
dataset\audio\FC02Session3wav_headMic0052.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\F01Session1wav_headMic0105.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\F03Session3wav_headMic0192.wav,"She wore warm, fleecy, woolen overalls.",39
dataset\audio\M04Session2wav_headMic0044.wav,yet he still thinks as swiftly as ever.,39
dataset\audio\MC01Session2wav_headMic0308.wav,Some prefer the traditional steel kind.,39
dataset\audio\FC02Session3wav_headMic0122.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\FC03Session1wav_headMic0318.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\FC03Session1wav_headMic0319.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\M02Session1wav_headMic0169.wav,All the big baseball players get traded.,40
dataset\audio\FC03Session2wav_headMic0285.wav,Those people are much quicker than I am.,40
dataset\audio\F04Session2wav_headMic0028.wav,I tried to tell people in the community.,40
dataset\audio\F03Session2wav_headMic0147.wav,The misguided souls have lost their way.,40
dataset\audio\M04Session2wav_headMic0208.wav,All the big baseball players get traded.,40
dataset\audio\MC03Session2wav_headMic0167.wav,Those people are much quicker than I am.,40
dataset\audio\F03Session1wav_headMic0170.wav,All the big baseball players get traded.,40
dataset\audio\M03Session2wav_headMic0138.wav,All the big baseball players get traded.,40
dataset\audio\M01Session2wav_headMic0185.wav,The misguided souls have lost their way.,40
dataset\audio\FC03Session2wav_headMic0289.wav,Basketball can be an entertaining sport.,40
dataset\audio\MC02Session1wav_headMic0179.wav,All the big baseball players get traded.,40
dataset\audio\MC01Session1wav_headMic0162.wav,I tried to tell people in the community.,40
dataset\audio\M01Session2wav_headMic0121.wav,All the big baseball players get traded.,40
dataset\audio\MC01Session1wav_headMic0263.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\M02Session2wav_headMic0119.wav,The misguided souls have lost their way.,40
dataset\audio\M03Session2wav_headMic0368.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\MC04Session1wav_headMic0326.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\F04Session2wav_headMic0120.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\FC03Session1wav_headMic0320.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\M01Session2wav_headMic0188.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\M02Session1wav_headMic0130.wav,I tried to tell people in the community.,40
dataset\audio\M02Session2wav_headMic0098.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\FC03Session1wav_headMic0158.wav,All the big baseball players get traded.,40
dataset\audio\M05Session2wav_headMic0131.wav,All the big baseball players get traded.,40
dataset\audio\MC04Session1wav_headMic0549.wav,Trespassers can be prosecuted and fined.,40
dataset\audio\F03Session3wav_headMic0090.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\MC03Session1wav_headMic0205.wav,I tried to tell people in the community.,40
dataset\audio\MC04Session1wav_headMic0251.wav,All the big baseball players get traded.,40
dataset\audio\MC04Session1wav_headMic0283.wav,The misguided souls have lost their way.,40
dataset\audio\FC02Session3wav_headMic0769.wav,He can't abide mistakes in his own game.,40
dataset\audio\MC02Session1wav_headMic0377.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\FC03Session1wav_headMic0401.wav,The misguided souls have lost their way.,40
dataset\audio\MC02Session1wav_headMic0302.wav,The misguided souls have lost their way.,40
dataset\audio\MC01Session2wav_headMic0341.wav,Those people are much quicker than I am.,40
dataset\audio\M03Session2wav_headMic0273.wav,The misguided souls have lost their way.,40
dataset\audio\M04Session2wav_headMic0281.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\MC03Session1wav_headMic0216.wav,All the big baseball players get traded.,40
dataset\audio\M05Session2wav_headMic0236.wav,The misguided souls have lost their way.,40
dataset\audio\MC03Session1wav_headMic0215.wav,All the big baseball players get traded.,40
dataset\audio\MC03Session2wav_headMic0029.wav,Trespassers can be prosecuted and fined.,40
dataset\audio\F03Session2wav_headMic0043.wav,I tried to tell people in the community.,40
dataset\audio\MC01Session2wav_headMic0034.wav,The misguided souls have lost their way.,40
dataset\audio\MC01Session3wav_headMic0334.wav,He can't abide mistakes in his own game.,40
dataset\audio\MC01Session1wav_headMic0224.wav,All the big baseball players get traded.,40
dataset\audio\M05Session2wav_headMic0068.wav,I tried to tell people in the community.,40
dataset\audio\MC01Session2wav_headMic0237.wav,Trespassers can be prosecuted and fined.,40
dataset\audio\M04Session2wav_headMic0168.wav,I tried to tell people in the community.,40
dataset\audio\FC03Session1wav_headMic0132.wav,I tried to tell people in the community.,40
dataset\audio\FC02Session3wav_headMic0473.wav,Those people are much quicker than I am.,40
dataset\audio\MC02Session1wav_headMic0213.wav,I tried to tell people in the community.,40
dataset\audio\MC03Session2wav_headMic0142.wav,Basketball can be an entertaining sport.,40
dataset\audio\MC03Session1wav_headMic0333.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\FC03Session2wav_headMic0224.wav,Trespassers can be prosecuted and fined.,40
dataset\audio\M05Session2wav_headMic0150.wav,Aluminum silverware can often be flimsy.,40
dataset\audio\FC02Session3wav_headMic0358.wav,Trespassers can be prosecuted and fined.,40
dataset\audio\FC03Session3wav_headMic0147.wav,He can't abide mistakes in his own game.,40
dataset\audio\FC02Session3wav_headMic0407.wav,Basketball can be an entertaining sport.,40
dataset\audio\MC04Session1wav_headMic0149.wav,I tried to tell people in the community.,40
dataset\audio\F03Session3wav_headMic0001.wav,Trespassers can be prosecuted and fined.,40
dataset\audio\F03Session3wav_headMic0191.wav,She wore wore fleecy over wooden wool oh,40
dataset\audio\F04Session2wav_headMic0013.wav,All the big baseball players get traded.,40
dataset\audio\M03Session2wav_headMic0218.wav,I tried to tell people in the community.,40
dataset\audio\MC01Session3wav_headMic0014.wav,Basketball can be an entertaining sport.,40
dataset\audio\M01Session2wav_headMic0069.wav,I tried to tell people in the community.,40
dataset\audio\FC02Session3wav_headMic0083.wav,The misguided souls have lost their way.,40
dataset\audio\MC03Session1wav_headMic0289.wav,The misguided souls have lost their way.,40
dataset\audio\F04Session2wav_headMic0083.wav,The misguided souls have lost their way.,40
dataset\audio\F03Session1wav_headMic0037.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\MC04Session1wav_headMic0321.wav,The museum hires musicians every evening.,41
dataset\audio\F03Session2wav_headMic0008.wav,You'd be better off taking a cold shower.,41
dataset\audio\MC04Session1wav_headMic0467.wav,Travel is about the only leisure we have.,41
dataset\audio\F03Session1wav_headMic0141.wav,Jane may earn more money by working hard.,41
dataset\audio\F03Session2wav_headMic0098.wav,The museum hires musicians every evening.,41
dataset\audio\MC04Session1wav_headMic0130.wav,Jane may earn more money by working hard.,41
dataset\audio\MC04Session1wav_headMic0239.wav,You'd be better off taking a cold shower.,41
dataset\audio\F01Session1wav_headMic0114.wav,"Well, he is nearly ninety three years old",41
dataset\audio\MC03Session2wav_headMic0174.wav,The prowler wore a ski mask for disguise.,41
dataset\audio\MC04Session1wav_headMic0240.wav,You'd be better off taking a cold shower.,41
dataset\audio\F04Session2wav_headMic0162.wav,The museum hires musicians every evening.,41
dataset\audio\F03Session3wav_headMic0009.wav,Travel is about the only leisure we have.,41
dataset\audio\F01Session1wav_headMic0093.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\MC04Session1wav_headMic0073.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\F04Session2wav_headMic0062.wav,Jane may earn more money by working hard.,41
dataset\audio\MC02Session1wav_headMic0157.wav,Jane may earn more money by working hard.,41
dataset\audio\FC02Session3wav_headMic0894.wav,An official deadline cannot be postponed.,41
dataset\audio\FC03Session1wav_headMic0342.wav,The museum hires musicians every evening.,41
dataset\audio\MC01Session1wav_headMic0194.wav,Jane may earn more money by working hard.,41
dataset\audio\MC01Session1wav_headMic0243.wav,You'd be better off taking a cold shower.,41
dataset\audio\M02Session1wav_headMic0152.wav,You'd be better off taking a cold shower.,41
dataset\audio\MC03Session1wav_headMic0170.wav,Jane may earn more money by working hard.,41
dataset\audio\M03Session2wav_headMic0300.wav,The museum hires musicians every evening.,41
dataset\audio\M02Session1wav_headMic0232.wav,Jane may earn more money by working hard.,41
dataset\audio\MC03Session1wav_headMic0167.wav,You'd be better off taking a cold shower.,41
dataset\audio\FC03Session3wav_headMic0208.wav,"""Cable confirmation"", it said translated.",41
dataset\audio\M05Session2wav_headMic0155.wav,The museum hires musicians every evening.,41
dataset\audio\M05Session2wav_headMic0138.wav,You'd be better off taking a cold shower.,41
dataset\audio\FC03Session1wav_headMic0180.wav,Jane may earn more money by working hard.,41
dataset\audio\FC02Session3wav_headMic0628.wav,The prowler wore a ski mask for disguise.,41
dataset\audio\M05Session2wav_headMic0100.wav,Jane may earn more money by working hard.,41
dataset\audio\FC02Session3wav_headMic0101.wav,The museum hires musicians every evening.,41
dataset\audio\FC03Session1wav_headMic0089.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\FC02Session3wav_headMic0450.wav,Ambidextrous pickpockets accomplish more.,41
dataset\audio\FC03Session3wav_headMic0171.wav,Continental drift is a geological theory.,41
dataset\audio\M03Session2wav_headMic0119.wav,You'd be better off taking a cold shower.,41
dataset\audio\M05Session2wav_headMic0347.wav,Travel is about the only leisure we have.,41
dataset\audio\M03Session2wav_headMic0135.wav,Jane may earn more money by working hard.,41
dataset\audio\MC02Session1wav_headMic0170.wav,You'd be better off taking a cold shower.,41
dataset\audio\FC03Session1wav_headMic0170.wav,You'd be better off taking a cold shower.,41
dataset\audio\M05Session2wav_headMic0291.wav,The wait for work can be very do it again,41
dataset\audio\FC03Session3wav_headMic0032.wav,The prowler wore a ski mask for disguise.,41
dataset\audio\MC01Session3wav_headMic0069.wav,Ambidextrous pickpockets accomplish more.,41
dataset\audio\FC02Session3wav_headMic0222.wav,Travel is about the only leisure we have.,41
dataset\audio\MC01Session1wav_headMic0043.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\MC03Session1wav_headMic0467.wav,Travel is about the only leisure we have.,41
dataset\audio\MC01Session3wav_headMic0152.wav,The prowler wore a ski mask for disguise.,41
dataset\audio\M02Session2wav_headMic0161.wav,The museum hires musicians every evening.,41
dataset\audio\MC03Session1wav_headMic0304.wav,The museum hires musicians every evening.,41
dataset\audio\FC03Session2wav_headMic0331.wav,Ambidextrous pickpockets accomplish more.,41
dataset\audio\MC02Session1wav_headMic0018.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\M01Session1wav_headMic0012.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\MC02Session1wav_headMic0277.wav,The museum hires musicians every evening.,41
dataset\audio\MC03Session1wav_headMic0060.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\MC03Session2wav_headMic0082.wav,Ambidextrous pickpockets accomplish more.,41
dataset\audio\FC02Session3wav_headMic0759.wav,Continental drift is a geological theory.,41
dataset\audio\M02Session1wav_headMic0098.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\FC03Session2wav_headMic0028.wav,Travel is about the only leisure we have.,41
dataset\audio\M04Session2wav_headMic0220.wav,Jane may earn more money by working hard.,41
dataset\audio\FC02Session3wav_headMic0945.wav,Primitive tribes have an upbeat attitude.,41
dataset\audio\FC01Session1wav_headMic0047.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\MC01Session3wav_headMic0221.wav,Continental drift is a geological theory.,41
dataset\audio\M04Session2wav_headMic0226.wav,You'd be better off taking a cold shower.,41
dataset\audio\M05Session1wav_headMic0019.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\FC02Session3wav_headMic0872.wav,It's impossible to deal with bureaucracy.,41
dataset\audio\MC01Session3wav_headMic0320.wav,They received all the things they needed.,41
dataset\audio\M01Session2wav_headMic0109.wav,You'd be better off taking a cold shower.,41
dataset\audio\M01Session2wav_headMic0084.wav,Jane may earn more money by working hard.,41
dataset\audio\MC02Session2wav_headMic0017.wav,Travel is about the only leisure we have.,41
dataset\audio\MC01Session3wav_headMic0311.wav,"""Cable confirmation"", it said translated.",41
dataset\audio\FC02Session3wav_headMic0848.wav,Old telephone booths aren't easy to find.,41
dataset\audio\M01Session2wav_headMic0235.wav,The museum hires musicians every evening.,41
dataset\audio\M03Session2wav_headMic0115.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\MC01Session3wav_headMic0394.wav,Old telephone booths aren't easy to find.,41
dataset\audio\MC01Session2wav_headMic0067.wav,Travel is about the only leisure we have.,41
dataset\audio\MC01Session3wav_headMic0410.wav,It's impossible to deal with bureaucracy.,41
dataset\audio\M01Session1wav_headMic0013.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\FC02Session3wav_headMic0714.wav,They received all the things they needed.,41
dataset\audio\FC02Session3wav_headMic0687.wav,"""Cable confirmation"", it said translated.",41
dataset\audio\M04Session2wav_headMic0048.wav,"A long, flowing beard clings to his chin,",41
dataset\audio\MC01Session1wav_headMic0327.wav,The museum hires musicians every evening.,41
dataset\audio\MC03Session1wav_headMic0013.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\MC02Session1wav_headMic0285.wav,It eventually became a rather proud claim.,42
dataset\audio\M03Session2wav_headMic0014.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\MC01Session1wav_headMic0274.wav,It eventually became a rather proud claim.,42
dataset\audio\FC02Session3wav_headMic0800.wav,Fill that canteen with fresh spring water.,42
dataset\audio\MC01Session2wav_headMic0336.wav,She suggested we all have dinner together.,42
dataset\audio\MC02Session1wav_headMic0286.wav,It eventually became a rather proud claim.,42
dataset\audio\M01Session1wav_headMic0018.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\MC04Session1wav_headMic0455.wav,White-capped waves covered the entire bay.,42
dataset\audio\MC01Session1wav_headMic0015.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\FC02Session3wav_headMic0614.wav,I didn't know where they were coming from.,42
dataset\audio\M02Session2wav_headMic0207.wav,It eventually became a rather proud claim.,42
dataset\audio\FC03Session3wav_headMic0106.wav,Even a simple vocabulary contains symbols.,42
dataset\audio\MC04Session1wav_headMic0105.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\FC03Session3wav_headMic0134.wav,Be prepared for odd behavior from friends.,42
dataset\audio\FC02Session3wav_headMic0776.wav,We must be ready for any needed sacrifice.,42
dataset\audio\MC03Session1wav_headMic0316.wav,It eventually became a rather proud claim.,42
dataset\audio\MC01Session2wav_headMic0148.wav,White-capped waves covered the entire bay.,42
dataset\audio\FC02Session3wav_headMic0445.wav,She suggested we all have dinner together.,42
dataset\audio\FC03Session1wav_headMic0049.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\FC02Session3wav_headMic0594.wav,Be prepared for odd behavior from friends.,42
dataset\audio\FC02Session3wav_headMic0590.wav,Academic aptitude guarantees your diploma.,42
dataset\audio\M01Session2wav_headMic0179.wav,It eventually became a rather proud claim.,42
dataset\audio\FC02Session3wav_headMic0962.wav,My instructions desperately need updating.,42
dataset\audio\FC03Session3wav_headMic0104.wav,Academic aptitude guarantees your diploma.,42
dataset\audio\FC02Session3wav_headMic0642.wav,Even a simple vocabulary contains symbols.,42
dataset\audio\M02Session1wav_headMic0023.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\M03Session2wav_headMic0013.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\MC01Session3wav_headMic0192.wav,I didn't know where they were coming from.,42
dataset\audio\MC01Session3wav_headMic0218.wav,Academic aptitude guarantees your diploma.,42
dataset\audio\FC03Session1wav_headMic0323.wav,It eventually became a rather proud claim.,42
dataset\audio\M03Session2wav_headMic0287.wav,It eventually became a rather proud claim.,42
dataset\audio\F04Session2wav_headMic0147.wav,It eventually became a rather proud claim.,42
dataset\audio\MC04Session1wav_headMic0322.wav,It eventually became a rather proud claim.,42
dataset\audio\FC02Session3wav_headMic0118.wav,It eventually became a rather proud claim.,42
dataset\audio\F03Session3wav_headMic0025.wav,White-capped waves covered the entire bay.,42
dataset\audio\FC02Session3wav_headMic0144.wav,White-capped waves covered the entire bay.,42
dataset\audio\MC01Session3wav_headMic0372.wav,We must be ready for any needed sacrifice.,42
dataset\audio\MC01Session3wav_headMic0407.wav,Fill that canteen with fresh spring water.,42
dataset\audio\MC01Session3wav_headMic0189.wav,Even a simple vocabulary contains symbols.,42
dataset\audio\F03Session2wav_headMic0133.wav,It eventually became a rather proud claim.,42
dataset\audio\MC03Session2wav_headMic0188.wav,Even a simple vocabulary contains symbols.,42
dataset\audio\FC03Session2wav_headMic0379.wav,She suggested we all have dinner together.,42
dataset\audio\MC03Session1wav_headMic0457.wav,White-capped waves covered the entire bay.,42
dataset\audio\MC03Session2wav_headMic0145.wav,She suggested we all have dinner together.,42
dataset\audio\M05Session1wav_headMic0015.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\FC03Session2wav_headMic0094.wav,White-capped waves covered the entire bay.,42
dataset\audio\M05Session2wav_headMic0165.wav,It eventually became a rather proud claim.,42
dataset\audio\FC03Session3wav_headMic0022.wav,I didn't know where they were coming from.,42
dataset\audio\M05Session2wav_headMic0287.wav,White-capped waves covered the entire bay.,42
dataset\audio\M04Session2wav_headMic0098.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\FC01Session1wav_headMic0040.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\MC01Session3wav_headMic0166.wav,Be prepared for odd behavior from friends.,42
dataset\audio\MC03Session2wav_headMic0190.wav,Academic aptitude guarantees your diploma.,42
dataset\audio\MC02Session1wav_headMic0088.wav,"Well, he is nearly ninety-three years old;",42
dataset\audio\F03Session1wav_headMic0012.wav,"Well, he is nearly ninety-three years old.",42
dataset\audio\MC04Session1wav_headMic0611.wav,She doesn't like to have it hanging around.,43
dataset\audio\MC04Session1wav_headMic0310.wav,Day after day some new episode is reported.,43
dataset\audio\MC01Session1wav_headMic0314.wav,Day after day some new episode is reported.,43
dataset\audio\MC01Session3wav_headMic0289.wav,Upgrade your status to reflect your wealth.,43
dataset\audio\M05Session2wav_headMic0128.wav,Two other cases also were under advisement.,43
dataset\audio\FC02Session3wav_headMic0695.wav,Upgrade your status to reflect your wealth.,43
dataset\audio\MC02Session1wav_headMic0288.wav,Day after day some new episode is reported.,43
dataset\audio\FC02Session3wav_headMic0755.wav,"When you are through, write a clean report.",43
dataset\audio\MC03Session2wav_headMic0070.wav,Yet he remains the fiercest of competitors.,43
dataset\audio\M01Session2wav_headMic0066.wav,Two other cases also were under advisement.,43
dataset\audio\MC01Session3wav_headMic0319.wav,"When you are through, write a clean report.",43
dataset\audio\FC02Session3wav_headMic0847.wav,I soon found myself muttering to the walls.,43
dataset\audio\FC02Session3wav_headMic0916.wav,Several paintings were sold at the auction.,43
dataset\audio\F03Session2wav_headMic0031.wav,Two other cases also were under advisement.,43
dataset\audio\F03Session3wav_headMic0023.wav,She doesn't like to have it hanging around.,43
dataset\audio\MC04Session1wav_headMic0127.wav,Two other cases also were under advisement.,43
dataset\audio\MC04Session1wav_headMic0126.wav,Two other cases also were under advisement.,43
dataset\audio\F03Session2wav_headMic0032.wav,Two other cases also were under advisement.,43
dataset\audio\FC03Session2wav_headMic0158.wav,She doesn't like to have it hanging around.,43
dataset\audio\MC01Session3wav_headMic0366.wav,I soon found myself muttering to the walls.,43
dataset\audio\F03Session2wav_headMic0033.wav,Two other cases were also under advisement.,43
dataset\audio\M01Session2wav_headMic0177.wav,Day after day some new episode is reported.,43
dataset\audio\F04Session2wav_headMic0177.wav,Day after day some new episode is reported.,43
dataset\audio\MC01Session2wav_headMic0286.wav,She doesn't like to have it hanging around.,43
dataset\audio\M04Session2wav_headMic0147.wav,Two other cases also were under advisement.,43
dataset\audio\MC02Session1wav_headMic0131.wav,Two other cases also were under advisement.,43
dataset\audio\MC03Session1wav_headMic0371.wav,Day after day some new episode is reported.,43
dataset\audio\F03Session2wav_headMic0063.wav,Day after day some new episode is reported.,43
dataset\audio\MC02Session1wav_headMic0130.wav,Two other cases also were under advisement.,43
dataset\audio\FC02Session3wav_headMic0914.wav,A large household needs lots of appliances.,43
dataset\audio\FC03Session1wav_headMic0155.wav,Two other cases were also under advisement.,43
dataset\audio\FC02Session3wav_headMic0351.wav,She doesn't like to have it hanging around.,43
