audio path,prompt,length
dataset\audio\F03Session2wav_headMic0019.wav,floor,5
dataset\audio\F03Session1wav_headMic0134.wav,shear,5
dataset\audio\M01Session2wav_headMic0112.wav,fruit,5
dataset\audio\F03Session3wav_headMic0054.wav,shoot,5
dataset\audio\F03Session1wav_headMic0140.wav,steer,5
dataset\audio\F04Session2wav_headMic0031.wav,delta,5
dataset\audio\M02Session2wav_headMic0223.wav,thorn,5
dataset\audio\FC02Session3wav_headMic0597.wav,rakes,5
dataset\audio\F04Session2wav_headMic0030.wav,cycle,5
dataset\audio\M02Session2wav_headMic0215.wav,witch,5
dataset\audio\FC03Session1wav_headMic0317.wav,start,5
dataset\audio\M01Session2wav_headMic0119.wav,delta,5
dataset\audio\FC02Session3wav_headMic0591.wav,charm,5
dataset\audio\F03Session3wav_headMic0051.wav,court,5
dataset\audio\M03Session2wav_headMic0016.wav,alpha,5
dataset\audio\M03Session2wav_headMic0026.wav,sheet,5
dataset\audio\FC02Session3wav_headMic0552.wav,bunch,5
dataset\audio\FC03Session1wav_headMic0357.wav,witty,5
dataset\audio\M03Session2wav_headMic0058.wav,train,5
dataset\audio\FC02Session3wav_headMic0555.wav,punch,5
dataset\audio\FC02Session3wav_headMic0558.wav,blend,5
dataset\audio\M03Session2wav_headMic0054.wav,store,5
dataset\audio\M03Session2wav_headMic0053.wav,trait,5
dataset\audio\M01Session2wav_headMic0097.wav,briar,5
dataset\audio\FC02Session3wav_headMic0564.wav,racks,5
dataset\audio\F04Session2wav_headMic0034.wav,error,5
dataset\audio\F03Session3wav_headMic0049.wav,geese,5
dataset\audio\F03Session1wav_headMic0127.wav,storm,5
dataset\audio\M03Session2wav_headMic0044.wav,storm,5
dataset\audio\M03Session2wav_headMic0043.wav,swarm,5
dataset\audio\M03Session2wav_headMic0042.wav,chair,5
dataset\audio\M03Session2wav_headMic0039.wav,range,5
dataset\audio\M01Session2wav_headMic0098.wav,cycle,5
dataset\audio\FC02Session3wav_headMic0567.wav,aches,5
dataset\audio\M03Session2wav_headMic0031.wav,right,5
dataset\audio\FC03Session1wav_headMic0347.wav,heart,5
dataset\audio\M01Session2wav_headMic0104.wav,prior,5
dataset\audio\FC03Session1wav_headMic0302.wav,eight,5
dataset\audio\M03Session2wav_headMic0064.wav,chair,5
dataset\audio\F03Session3wav_headMic0059.wav,tread,5
dataset\audio\M01Session2wav_headMic0131.wav,rocks,5
dataset\audio\FC02Session3wav_headMic0713.wav,short,5
dataset\audio\F04Session2wav_headMic0001.wav,shoot,5
dataset\audio\M01Session2wav_headMic0147.wav,write,5
dataset\audio\F03Session3wav_headMic0211.wav,spark,5
dataset\audio\F03Session3wav_headMic0203.wav,sheet,5
dataset\audio\F03Session1wav_headMic0147.wav,troop,5
dataset\audio\F03Session2wav_headMic0016.wav,white,5
dataset\audio\FC03Session1wav_headMic0284.wav,seven,5
dataset\audio\M02Session2wav_headMic0159.wav,oscar,5
dataset\audio\M02Session2wav_headMic0167.wav,spark,5
dataset\audio\FC03Session1wav_headMic0282.wav,thorn,5
dataset\audio\M02Session2wav_headMic0153.wav,bloat,5
dataset\audio\M01Session2wav_headMic0151.wav,whoop,5
dataset\audio\M02Session2wav_headMic0148.wav,start,5
dataset\audio\M02Session2wav_headMic0144.wav,eight,5
dataset\audio\FC02Session3wav_headMic0749.wav,waste,5
dataset\audio\F03Session3wav_headMic0194.wav,hotel,5
dataset\audio\FC02Session3wav_headMic0760.wav,court,5
dataset\audio\F03Session3wav_headMic0193.wav,hotel,5
dataset\audio\F03Session1wav_headMic0151.wav,light,5
dataset\audio\M02Session2wav_headMic0154.wav,relax,5
dataset\audio\M02Session2wav_headMic0168.wav,spark,5
dataset\audio\M02Session2wav_headMic0170.wav,spain,5
dataset\audio\M02Session2wav_headMic0177.wav,hotel,5
dataset\audio\FC02Session3wav_headMic0625.wav,ticks,5
dataset\audio\M01Session2wav_headMic0134.wav,coupe,5
dataset\audio\M02Session2wav_headMic0205.wav,heart,5
dataset\audio\F04Session2wav_headMic0023.wav,witch,5
dataset\audio\F04Session2wav_headMic0022.wav,rocks,5
dataset\audio\FC02Session3wav_headMic0636.wav,munch,5
dataset\audio\F03Session1wav_headMic0145.wav,fruit,5
dataset\audio\M01Session2wav_headMic0135.wav,white,5
dataset\audio\M01Session2wav_headMic0136.wav,cheer,5
dataset\audio\M01Session2wav_headMic0140.wav,we're,5
dataset\audio\FC03Session1wav_headMic0288.wav,hotel,5
dataset\audio\F03Session3wav_headMic0060.wav,chair,5
dataset\audio\FC02Session3wav_headMic0639.wav,steak,5
dataset\audio\F04Session2wav_headMic0018.wav,snoop,5
dataset\audio\F04Session2wav_headMic0010.wav,shear,5
dataset\audio\F04Session2wav_headMic0008.wav,briar,5
dataset\audio\F04Session2wav_headMic0006.wav,prior,5
dataset\audio\M02Session2wav_headMic0185.wav,seven,5
dataset\audio\FC02Session3wav_headMic0707.wav,weave,5
dataset\audio\FC03Session1wav_headMic0285.wav,spain,5
dataset\audio\FC02Session3wav_headMic0712.wav,short,5
dataset\audio\M01Session2wav_headMic0130.wav,write,5
dataset\audio\FC02Session3wav_headMic0768.wav,wives,5
dataset\audio\FC02Session3wav_headMic0535.wav,leaks,5
dataset\audio\FC02Session3wav_headMic0531.wav,bunch,5
dataset\audio\F04Session2wav_headMic0066.wav,write,5
dataset\audio\F04Session2wav_headMic0065.wav,write,5
dataset\audio\M03Session2wav_headMic0160.wav,briar,5
dataset\audio\FC02Session3wav_headMic0423.wav,knife,5
dataset\audio\M01Session2wav_headMic0277.wav,heart,5
dataset\audio\M01Session2wav_headMic0018.wav,chair,5
dataset\audio\M01Session2wav_headMic0022.wav,floor,5
dataset\audio\FC02Session3wav_headMic0424.wav,three,5
dataset\audio\M01Session2wav_headMic0027.wav,troop,5
dataset\audio\FC02Session3wav_headMic0412.wav,sheer,5
dataset\audio\F03Session2wav_headMic0027.wav,delta,5
dataset\audio\FC02Session3wav_headMic0433.wav,eight,5
dataset\audio\F03Session1wav_headMic0068.wav,range,5
dataset\audio\M03Session2wav_headMic0147.wav,coupe,5
dataset\audio\FC03Session1wav_headMic0399.wav,spark,5
dataset\audio\FC03Session1wav_headMic0397.wav,witch,5
dataset\audio\M03Session2wav_headMic0142.wav,floor,5
dataset\audio\FC02Session3wav_headMic0444.wav,beast,5
dataset\audio\M03Session2wav_headMic0137.wav,write,5
dataset\audio\M03Session2wav_headMic0136.wav,sleep,5
dataset\audio\M03Session2wav_headMic0153.wav,rocks,5
dataset\audio\F03Session3wav_headMic0034.wav,dress,5
dataset\audio\FC02Session3wav_headMic0404.wav,geese,5
dataset\audio\M01Session2wav_headMic0016.wav,train,5
dataset\audio\FC02Session3wav_headMic0376.wav,three,5
dataset\audio\M03Session2wav_headMic0189.wav,whoop,5
dataset\audio\F04Session2wav_headMic0074.wav,spark,5
dataset\audio\FC02Session3wav_headMic0382.wav,geese,5
dataset\audio\M01Session1wav_headMic0100.wav,swarm,5
dataset\audio\FC02Session3wav_headMic0386.wav,blend,5
dataset\audio\F04Session2wav_headMic0070.wav,witch,5
dataset\audio\M01Session2wav_headMic0009.wav,store,5
dataset\audio\M01Session2wav_headMic0010.wav,sheet,5
dataset\audio\M01Session2wav_headMic0011.wav,range,5
dataset\audio\M03Session2wav_headMic0180.wav,delta,5
dataset\audio\FC02Session3wav_headMic0395.wav,night,5
dataset\audio\F03Session3wav_headMic0033.wav,quart,5
dataset\audio\F04Session2wav_headMic0069.wav,fruit,5
dataset\audio\M03Session2wav_headMic0174.wav,cheer,5
dataset\audio\M03Session2wav_headMic0170.wav,we're,5
dataset\audio\FC02Session3wav_headMic0396.wav,snake,5
dataset\audio\FC02Session3wav_headMic0400.wav,seven,5
dataset\audio\M03Session2wav_headMic0167.wav,white,5
dataset\audio\M01Session2wav_headMic0015.wav,swore,5
dataset\audio\FC02Session3wav_headMic0401.wav,eight,5
dataset\audio\M03Session2wav_headMic0134.wav,shear,5
dataset\audio\M01Session2wav_headMic0093.wav,group,5
dataset\audio\F03Session3wav_headMic0035.wav,bread,5
dataset\audio\FC03Session1wav_headMic0394.wav,oscar,5
dataset\audio\F03Session1wav_headMic0105.wav,swarm,5
dataset\audio\M01Session2wav_headMic0071.wav,steer,5
dataset\audio\FC03Session1wav_headMic0380.wav,bloat,5
dataset\audio\FC02Session3wav_headMic0496.wav,forks,5
dataset\audio\F03Session1wav_headMic0117.wav,chair,5
dataset\audio\M03Session2wav_headMic0095.wav,stick,5
dataset\audio\M03Session2wav_headMic0092.wav,share,5
dataset\audio\M03Session2wav_headMic0089.wav,storm,5
dataset\audio\M03Session2wav_headMic0087.wav,trade,5
dataset\audio\F03Session1wav_headMic0092.wav,swore,5
dataset\audio\M03Session2wav_headMic0080.wav,swore,5
dataset\audio\M03Session2wav_headMic0078.wav,swarm,5
dataset\audio\M01Session2wav_headMic0087.wav,thigh,5
dataset\audio\FC03Session1wav_headMic0365.wav,loyal,5
dataset\audio\FC02Session3wav_headMic0522.wav,sheet,5
dataset\audio\FC02Session3wav_headMic0525.wav,knock,5
dataset\audio\M03Session2wav_headMic0077.wav,trace,5
dataset\audio\M01Session2wav_headMic0089.wav,floor,5
dataset\audio\FC02Session3wav_headMic0529.wav,hatch,5
dataset\audio\M01Session2wav_headMic0091.wav,sleep,5
dataset\audio\M01Session2wav_headMic0082.wav,snoop,5
dataset\audio\M01Session2wav_headMic0060.wav,error,5
dataset\audio\FC02Session3wav_headMic0483.wav,seven,5
dataset\audio\M03Session2wav_headMic0105.wav,floor,5
dataset\audio\M03Session2wav_headMic0132.wav,cycle,5
dataset\audio\M03Session2wav_headMic0131.wav,error,5
dataset\audio\F04Session2wav_headMic0061.wav,floor,5
dataset\audio\M03Session2wav_headMic0125.wav,steer,5
dataset\audio\M03Session2wav_headMic0124.wav,prior,5
dataset\audio\FC02Session3wav_headMic0451.wav,guess,5
dataset\audio\M01Session2wav_headMic0048.wav,shoot,5
dataset\audio\F03Session1wav_headMic0071.wav,trait,5
dataset\audio\F03Session1wav_headMic0080.wav,store,5
dataset\audio\M01Session2wav_headMic0049.wav,shear,5
dataset\audio\M01Session2wav_headMic0051.wav,droop,5
dataset\audio\M03Session2wav_headMic0120.wav,three,5
dataset\audio\F03Session1wav_headMic0082.wav,share,5
dataset\audio\FC02Session3wav_headMic0470.wav,ember,5
dataset\audio\F03Session2wav_headMic0025.wav,briar,5
dataset\audio\FC02Session3wav_headMic0471.wav,cheer,5
dataset\audio\M01Session2wav_headMic0058.wav,witch,5
dataset\audio\M03Session2wav_headMic0110.wav,spark,5
dataset\audio\F03Session1wav_headMic0087.wav,storm,5
dataset\audio\M01Session2wav_headMic0059.wav,three,5
dataset\audio\FC03Session1wav_headMic0391.wav,seeds,5
dataset\audio\M03Session2wav_headMic0133.wav,fruit,5
dataset\audio\FC02Session3wav_headMic0371.wav,write,5
dataset\audio\FC02Session3wav_headMic0770.wav,docks,5
dataset\audio\F03Session2wav_headMic0009.wav,cheer,5
dataset\audio\FC03Session1wav_headMic0150.wav,light,5
dataset\audio\FC03Session1wav_headMic0145.wav,we're,5
dataset\audio\M01Session2wav_headMic0238.wav,spark,5
dataset\audio\FC03Session1wav_headMic0144.wav,white,5
dataset\audio\FC02Session3wav_headMic0979.wav,grope,5
dataset\audio\M02Session1wav_headMic0096.wav,swore,5
dataset\audio\FC03Session1wav_headMic0138.wav,whoop,5
dataset\audio\M02Session1wav_headMic0094.wav,storm,5
dataset\audio\F03Session1wav_headMic0177.wav,error,5
dataset\audio\FC02Session3wav_headMic0975.wav,refer,5
dataset\audio\FC03Session1wav_headMic0137.wav,droop,5
dataset\audio\M02Session1wav_headMic0081.wav,storm,5
dataset\audio\FC03Session1wav_headMic0134.wav,shear,5
dataset\audio\F03Session3wav_headMic0139.wav,court,5
dataset\audio\M02Session1wav_headMic0079.wav,stick,5
dataset\audio\M02Session1wav_headMic0077.wav,range,5
dataset\audio\M02Session1wav_headMic0076.wav,right,5
dataset\audio\FC03Session1wav_headMic0133.wav,rocks,5
dataset\audio\FC03Session1wav_headMic0130.wav,cheer,5
dataset\audio\FC03Session1wav_headMic0129.wav,floor,5
dataset\audio\FC02Session3wav_headMic0982.wav,train,5
dataset\audio\FC02Session3wav_headMic0971.wav,court,5
dataset\audio\M02Session1wav_headMic0114.wav,spark,5
dataset\audio\F03Session1wav_headMic0173.wav,whoop,5
dataset\audio\M02Session1wav_headMic0148.wav,shout,5
dataset\audio\M02Session1wav_headMic0145.wav,droop,5
dataset\audio\M01Session2wav_headMic0211.wav,seeds,5
dataset\audio\F03Session3wav_headMic0157.wav,dress,5
dataset\audio\F03Session3wav_headMic0149.wav,shoot,5
dataset\audio\F03Session3wav_headMic0148.wav,shoot,5
dataset\audio\M02Session1wav_headMic0142.wav,whoop,5
dataset\audio\M02Session1wav_headMic0139.wav,write,5
dataset\audio\FC02Session3wav_headMic0952.wav,globe,5
dataset\audio\FC02Session3wav_headMic0953.wav,grave,5
dataset\audio\M01Session2wav_headMic0215.wav,hotel,5
dataset\audio\FC03Session1wav_headMic0171.wav,steer,5
dataset\audio\FC02Session3wav_headMic0961.wav,porch,5
dataset\audio\M02Session1wav_headMic0124.wav,error,5
dataset\audio\FC03Session1wav_headMic0167.wav,fruit,5
dataset\audio\FC03Session1wav_headMic0165.wav,thigh,5
dataset\audio\M02Session1wav_headMic0123.wav,cycle,5
dataset\audio\M02Session1wav_headMic0122.wav,trace,5
dataset\audio\M02Session1wav_headMic0120.wav,trade,5
dataset\audio\FC02Session3wav_headMic0965.wav,booth,5
dataset\audio\F03Session1wav_headMic0171.wav,write,5
dataset\audio\M02Session1wav_headMic0069.wav,train,5
dataset\audio\M02Session1wav_headMic0149.wav,shoot,5
dataset\audio\F03Session1wav_headMic0181.wav,sleep,5
dataset\audio\FC02Session3wav_headMic0988.wav,brain,5
dataset\audio\F03Session3wav_headMic0132.wav,meats,5
dataset\audio\M01Session2wav_headMic0257.wav,start,5
dataset\audio\FC03Session1wav_headMic0032.wav,spark,5
dataset\audio\FC03Session1wav_headMic0083.wav,chair,5
dataset\audio\FC03Session1wav_headMic0080.wav,swarm,5
dataset\audio\FC03Session1wav_headMic0079.wav,swarm,5
dataset\audio\FC03Session1wav_headMic0034.wav,alpha,5
dataset\audio\M01Session2wav_headMic0264.wav,witch,5
dataset\audio\FC03Session1wav_headMic0075.wav,storm,5
dataset\audio\FC03Session1wav_headMic0030.wav,storm,5
dataset\audio\FC03Session1wav_headMic0037.wav,range,5
dataset\audio\FC03Session1wav_headMic0072.wav,stick,5
dataset\audio\FC03Session1wav_headMic0071.wav,swarm,5
dataset\audio\M02Session1wav_headMic0008.wav,alpha,5
dataset\audio\M01Session2wav_headMic0269.wav,spain,5
dataset\audio\F03Session3wav_headMic0111.wav,shred,5
dataset\audio\FC03Session1wav_headMic0040.wav,share,5
dataset\audio\FC03Session1wav_headMic0057.wav,right,5
dataset\audio\M01Session2wav_headMic0273.wav,witty,5
dataset\audio\FC03Session1wav_headMic0052.wav,sheet,5
dataset\audio\FC03Session1wav_headMic0073.wav,trait,5
dataset\audio\M02Session1wav_headMic0025.wav,chair,5
dataset\audio\FC03Session1wav_headMic0029.wav,storm,5
dataset\audio\FC03Session1wav_headMic0092.wav,trade,5
dataset\audio\FC03Session1wav_headMic0128.wav,floor,5
dataset\audio\F03Session1wav_headMic0183.wav,cycle,5
dataset\audio\FC02Session3wav_headMic0989.wav,boast,5
dataset\audio\M02Session1wav_headMic0058.wav,sheet,5
dataset\audio\F03Session3wav_headMic0094.wav,heart,5
dataset\audio\FC03Session1wav_headMic0121.wav,floor,5
dataset\audio\M02Session1wav_headMic0054.wav,trait,5
dataset\audio\M01Session2wav_headMic0251.wav,brawn,5
dataset\audio\M02Session1wav_headMic0049.wav,swarm,5
dataset\audio\M02Session1wav_headMic0048.wav,chair,5
dataset\audio\M02Session1wav_headMic0047.wav,store,5
dataset\audio\FC03Session1wav_headMic0120.wav,trace,5
dataset\audio\F03Session3wav_headMic0095.wav,heart,5
dataset\audio\FC02Session3wav_headMic1000.wav,super,5
dataset\audio\FC03Session1wav_headMic0008.wav,train,5
dataset\audio\M02Session1wav_headMic0035.wav,I can,5
dataset\audio\FC03Session1wav_headMic0015.wav,store,5
dataset\audio\FC03Session1wav_headMic0017.wav,chair,5
dataset\audio\FC03Session1wav_headMic0095.wav,swore,5
dataset\audio\M02Session1wav_headMic0033.wav,share,5
dataset\audio\M02Session1wav_headMic0032.wav,swarm,5
dataset\audio\M02Session1wav_headMic0068.wav,floor,5
dataset\audio\M01Session2wav_headMic0155.wav,light,5
dataset\audio\FC02Session3wav_headMic0937.wav,grape,5
dataset\audio\FC02Session3wav_headMic0936.wav,serve,5
dataset\audio\M02Session2wav_headMic0089.wav,briar,5
dataset\audio\FC03Session1wav_headMic0223.wav,group,5
dataset\audio\F03Session1wav_headMic0155.wav,prior,5
dataset\audio\FC02Session3wav_headMic0843.wav,reach,5
dataset\audio\M02Session2wav_headMic0085.wav,white,5
dataset\audio\FC02Session3wav_headMic0844.wav,Spain,5
dataset\audio\F03Session3wav_headMic0186.wav,goose,5
dataset\audio\F03Session3wav_headMic0185.wav,goose,5
dataset\audio\M02Session2wav_headMic0076.wav,group,5
dataset\audio\FC03Session1wav_headMic0224.wav,shoot,5
dataset\audio\FC02Session3wav_headMic0849.wav,paste,5
dataset\audio\M02Session1wav_headMic0237.wav,thigh,5
dataset\audio\FC02Session3wav_headMic0853.wav,gable,5
dataset\audio\FC02Session3wav_headMic0857.wav,crawl,5
dataset\audio\M02Session1wav_headMic0234.wav,troop,5
dataset\audio\M01Session2wav_headMic0182.wav,bloat,5
dataset\audio\FC02Session3wav_headMic0867.wav,table,5
dataset\audio\F03Session1wav_headMic0156.wav,witch,5
dataset\audio\FC03Session1wav_headMic0220.wav,write,5
dataset\audio\F03Session3wav_headMic0069.wav,sheet,5
dataset\audio\F03Session2wav_headMic0004.wav,droop,5
dataset\audio\M02Session2wav_headMic0091.wav,sleep,5
dataset\audio\FC03Session1wav_headMic0227.wav,sleep,5
dataset\audio\FC03Session1wav_headMic0246.wav,briar,5
dataset\audio\M02Session2wav_headMic0132.wav,brawn,5
dataset\audio\F03Session1wav_headMic0154.wav,shoot,5
dataset\audio\M02Session2wav_headMic0124.wav,loyal,5
dataset\audio\FC02Session3wav_headMic0785.wav,phone,5
dataset\audio\FC02Session3wav_headMic0799.wav,paint,5
dataset\audio\FC02Session3wav_headMic0814.wav,panel,5
dataset\audio\FC03Session1wav_headMic0262.wav,cycle,5
dataset\audio\FC02Session3wav_headMic0823.wav,space,5
dataset\audio\FC02Session3wav_headMic0824.wav,naval,5
dataset\audio\F03Session2wav_headMic0121.wav,thorn,5
dataset\audio\FC03Session1wav_headMic0259.wav,witch,5
dataset\audio\M02Session2wav_headMic0116.wav,witty,5
dataset\audio\FC02Session3wav_headMic0826.wav,stall,5
dataset\audio\FC02Session3wav_headMic0827.wav,spade,5
dataset\audio\FC03Session1wav_headMic0249.wav,three,5
dataset\audio\FC02Session3wav_headMic0830.wav,spray,5
dataset\audio\FC02Session3wav_headMic0831.wav,peach,5
dataset\audio\M02Session2wav_headMic0101.wav,seeds,5
dataset\audio\FC02Session3wav_headMic0832.wav,Mabel,5
dataset\audio\FC02Session3wav_headMic0835.wav,sheet,5
dataset\audio\M02Session2wav_headMic0092.wav,coupe,5
dataset\audio\F03Session1wav_headMic0202.wav,rocks,5
dataset\audio\M02Session1wav_headMic0151.wav,fruit,5
dataset\audio\M02Session1wav_headMic0218.wav,prior,5
dataset\audio\FC02Session3wav_headMic0868.wav,sable,5
dataset\audio\FC02Session3wav_headMic0915.wav,grain,5
dataset\audio\FC03Session1wav_headMic0195.wav,write,5
dataset\audio\M01Session2wav_headMic0204.wav,thorn,5
dataset\audio\M02Session1wav_headMic0180.wav,steer,5
dataset\audio\M02Session1wav_headMic0178.wav,shear,5
dataset\audio\M02Session1wav_headMic0177.wav,witch,5
dataset\audio\M02Session1wav_headMic0175.wav,write,5
dataset\audio\FC02Session3wav_headMic0918.wav,occur,5
dataset\audio\FC02Session3wav_headMic0919.wav,shore,5
dataset\audio\FC03Session1wav_headMic0196.wav,snoop,5
dataset\audio\FC02Session3wav_headMic0924.wav,grain,5
dataset\audio\FC02Session3wav_headMic0925.wav,fudge,5
dataset\audio\M02Session1wav_headMic0171.wav,cheer,5
dataset\audio\F03Session3wav_headMic0078.wav,three,5
dataset\audio\FC02Session3wav_headMic0928.wav,judge,5
dataset\audio\F03Session3wav_headMic0079.wav,snake,5
dataset\audio\FC02Session3wav_headMic0932.wav,store,5
dataset\audio\M02Session1wav_headMic0163.wav,we're,5
dataset\audio\FC02Session3wav_headMic0933.wav,score,5
dataset\audio\M02Session1wav_headMic0158.wav,three,5
dataset\audio\FC03Session1wav_headMic0189.wav,prior,5
dataset\audio\F03Session3wav_headMic0169.wav,tango,5
dataset\audio\M01Session2wav_headMic0197.wav,eight,5
dataset\audio\FC03Session1wav_headMic0206.wav,troop,5
dataset\audio\M02Session1wav_headMic0214.wav,delta,5
dataset\audio\FC02Session3wav_headMic0869.wav,fable,5
dataset\audio\F03Session3wav_headMic0181.wav,dread,5
dataset\audio\M01Session2wav_headMic0186.wav,oscar,5
dataset\audio\F03Session3wav_headMic0180.wav,catch,5
dataset\audio\FC03Session1wav_headMic0216.wav,delta,5
dataset\audio\FC03Session1wav_headMic0215.wav,error,5
dataset\audio\M02Session1wav_headMic0202.wav,rocks,5
dataset\audio\FC02Session3wav_headMic0878.wav,cable,5
dataset\audio\M02Session1wav_headMic0200.wav,snoop,5
dataset\audio\FC02Session3wav_headMic0879.wav,ladle,5
dataset\audio\FC02Session3wav_headMic0886.wav,final,5
dataset\audio\FC02Session3wav_headMic0893.wav,teach,5
dataset\audio\F03Session1wav_headMic0160.wav,coupe,5
dataset\audio\M02Session1wav_headMic0195.wav,floor,5
dataset\audio\FC03Session1wav_headMic0213.wav,coupe,5
dataset\audio\M01Session2wav_headMic0193.wav,loyal,5
dataset\audio\M01Session2wav_headMic0194.wav,seven,5
dataset\audio\FC02Session3wav_headMic0900.wav,shawl,5
dataset\audio\M02Session1wav_headMic0189.wav,light,5
dataset\audio\FC02Session3wav_headMic0906.wav,Boone,5
dataset\audio\FC03Session1wav_headMic0219.wav,write,5
dataset\audio\F04Session2wav_headMic0076.wav,seeds,5
dataset\audio\M03Session2wav_headMic0158.wav,write,5
dataset\audio\FC02Session3wav_headMic0366.wav,geese,5
dataset\audio\M04Session2wav_headMic0075.wav,swore,5
dataset\audio\M04Session2wav_headMic0072.wav,floor,5
dataset\audio\FC01Session1wav_headMic0146.wav,sleep,5
dataset\audio\M04Session2wav_headMic0071.wav,trace,5
dataset\audio\FC03Session2wav_headMic0281.wav,cheer,5
dataset\audio\FC01Session1wav_headMic0156.wav,white,5
dataset\audio\M04Session2wav_headMic0059.wav,chair,5
dataset\audio\FC03Session2wav_headMic0273.wav,eight,5
dataset\audio\F04Session2wav_headMic0178.wav,heart,5
dataset\audio\FC01Session1wav_headMic0145.wav,whoop,5
dataset\audio\FC01Session1wav_headMic0158.wav,coupe,5
dataset\audio\M04Session2wav_headMic0058.wav,share,5
dataset\audio\M04Session2wav_headMic0057.wav,range,5
dataset\audio\FC03Session3wav_headMic0125.wav,sheet,5
dataset\audio\F01Session1wav_headMic0097.wav,trade,5
dataset\audio\M04Session2wav_headMic0047.wav,train,5
dataset\audio\F01Session1wav_headMic0098.wav,range,5
dataset\audio\FC01Session1wav_headMic0164.wav,group,5
dataset\audio\F01Session1wav_headMic0100.wav,floor,5
dataset\audio\FC03Session2wav_headMic0270.wav,geese,5
dataset\audio\FC01Session1wav_headMic0159.wav,troop,5
dataset\audio\M04Session2wav_headMic0041.wav,trade,5
dataset\audio\M04Session2wav_headMic0078.wav,store,5
dataset\audio\FC03Session2wav_headMic0284.wav,ember,5
dataset\audio\FC03Session3wav_headMic0098.wav,leaks,5
dataset\audio\FC03Session2wav_headMic0295.wav,eight,5
dataset\audio\FC01Session1wav_headMic0121.wav,sheet,5
dataset\audio\FC01Session1wav_headMic0127.wav,thigh,5
dataset\audio\M04Session2wav_headMic0130.wav,whoop,5
dataset\audio\M04Session2wav_headMic0126.wav,storm,5
dataset\audio\M04Session2wav_headMic0119.wav,chair,5
dataset\audio\FC03Session3wav_headMic0105.wav,knock,5
dataset\audio\M04Session2wav_headMic0114.wav,trait,5
dataset\audio\FC01Session1wav_headMic0142.wav,delta,5
dataset\audio\M04Session2wav_headMic0106.wav,stick,5
dataset\audio\FC01Session1wav_headMic0129.wav,steer,5
dataset\audio\FC01Session1wav_headMic0131.wav,write,5
dataset\audio\M04Session2wav_headMic0099.wav,alpha,5
dataset\audio\F04Session2wav_headMic0189.wav,loyal,5
dataset\audio\F04Session2wav_headMic0185.wav,spain,5
dataset\audio\FC01Session1wav_headMic0135.wav,prior,5
dataset\audio\FC01Session1wav_headMic0141.wav,rocks,5
dataset\audio\FC03Session3wav_headMic0118.wav,ticks,5
dataset\audio\M04Session2wav_headMic0087.wav,swarm,5
dataset\audio\FC03Session3wav_headMic0111.wav,blend,5
dataset\audio\M04Session2wav_headMic0142.wav,floor,5
dataset\audio\FC03Session3wav_headMic0131.wav,bunch,5
dataset\audio\M04Session2wav_headMic0039.wav,I can,5
dataset\audio\FC03Session2wav_headMic0236.wav,short,5
dataset\audio\M03Session2wav_headMic0411.wav,dread,5
dataset\audio\FC02Session3wav_headMic0098.wav,spark,5
dataset\audio\FC02Session3wav_headMic0100.wav,brawn,5
dataset\audio\FC03Session2wav_headMic0229.wav,dread,5
dataset\audio\M03Session2wav_headMic0408.wav,tread,5
dataset\audio\FC03Session2wav_headMic0228.wav,catch,5
dataset\audio\FC03Session2wav_headMic0222.wav,snake,5
dataset\audio\FC03Session2wav_headMic0214.wav,blend,5
dataset\audio\FC02Session3wav_headMic0081.wav,eight,5
dataset\audio\F04Session2wav_headMic0155.wav,seven,5
dataset\audio\M03Session2wav_headMic0402.wav,right,5
dataset\audio\FC02Session3wav_headMic0109.wav,seven,5
dataset\audio\FC03Session2wav_headMic0193.wav,sight,5
dataset\audio\FC03Session2wav_headMic0188.wav,chair,5
dataset\audio\FC02Session3wav_headMic0113.wav,oscar,5
dataset\audio\M03Session2wav_headMic0395.wav,dress,5
dataset\audio\FC03Session2wav_headMic0180.wav,snort,5
dataset\audio\F01Session1wav_headMic0125.wav,store,5
dataset\audio\FC03Session3wav_headMic0174.wav,waste,5
dataset\audio\FC03Session2wav_headMic0209.wav,goose,5
dataset\audio\FC03Session2wav_headMic0266.wav,sport,5
dataset\audio\M03Session2wav_headMic0416.wav,tango,5
dataset\audio\F01Session1wav_headMic0112.wav,right,5
dataset\audio\F03Session2wav_headMic0090.wav,oscar,5
dataset\audio\FC02Session3wav_headMic0018.wav,hotel,5
dataset\audio\FC02Session3wav_headMic0019.wav,hotel,5
dataset\audio\FC02Session3wav_headMic0028.wav,bloat,5
dataset\audio\F03Session2wav_headMic0089.wav,loyal,5
dataset\audio\FC03Session2wav_headMic0263.wav,bread,5
dataset\audio\FC03Session3wav_headMic0145.wav,wives,5
dataset\audio\FC02Session3wav_headMic0060.wav,witty,5
dataset\audio\FC03Session2wav_headMic0253.wav,steak,5
dataset\audio\M03Session2wav_headMic0417.wav,bread,5
dataset\audio\M04Session2wav_headMic0023.wav,swarm,5
dataset\audio\FC03Session2wav_headMic0251.wav,sheep,5
dataset\audio\M04Session2wav_headMic0020.wav,spark,5
dataset\audio\M04Session2wav_headMic0019.wav,sheet,5
dataset\audio\M04Session2wav_headMic0017.wav,storm,5
dataset\audio\FC03Session3wav_headMic0151.wav,short,5
dataset\audio\F03Session2wav_headMic0154.wav,witch,5
