audio path,prompt
dataset\audio\MC02Session1wav_headMic0032.wav,Don't ask me to carry an oily rag like that.
dataset\audio\MC02Session1wav_headMic0033.wav,no
dataset\audio\MC02Session1wav_headMic0034.wav,storm
dataset\audio\MC02Session1wav_headMic0035.wav,bat
dataset\audio\MC02Session1wav_headMic0036.wav,sip
dataset\audio\MC02Session1wav_headMic0037.wav,meat
dataset\audio\MC02Session1wav_headMic0038.wav,trait
dataset\audio\MC02Session1wav_headMic0039.wav,rake
dataset\audio\MC02Session1wav_headMic0041.wav,floor
dataset\audio\MC02Session1wav_headMic0042.wav,one
dataset\audio\MC02Session1wav_headMic0043.wav,hair
dataset\audio\MC02Session1wav_headMic0044.wav,horn
dataset\audio\MC02Session1wav_headMic0046.wav,"he dresses himself in an ancient black frock coat,"
dataset\audio\MC02Session1wav_headMic0047.wav,raid
dataset\audio\MC02Session1wav_headMic0049.wav,goat
dataset\audio\MC02Session1wav_headMic0050.wav,trouble
dataset\audio\MC02Session1wav_headMic0051.wav,feet
dataset\audio\MC02Session1wav_headMic0052.wav,Twice each day he plays skillfully and with zest upon our small organ.
dataset\audio\MC02Session1wav_headMic0053.wav,Grandfather likes to be modern in his language.
dataset\audio\MC02Session1wav_headMic0054.wav,trade
dataset\audio\MC02Session1wav_headMic0055.wav,swarm
dataset\audio\MC02Session1wav_headMic0056.wav,the
dataset\audio\MC02Session1wav_headMic0058.wav,beta
dataset\audio\MC02Session1wav_headMic0059.wav,knee
dataset\audio\MC02Session1wav_headMic0060.wav,bug
dataset\audio\MC02Session1wav_headMic0061.wav,born
dataset\audio\MC02Session1wav_headMic0062.wav,yet he still thinks as swiftly as ever.
dataset\audio\MC02Session1wav_headMic0064.wav,fair
dataset\audio\MC02Session1wav_headMic0065.wav,gadget
dataset\audio\MC02Session1wav_headMic0066.wav,down
dataset\audio\MC02Session1wav_headMic0068.wav,She had your dark suit in greasy wash water all year.
dataset\audio\MC02Session1wav_headMic0069.wav,yes
dataset\audio\MC02Session1wav_headMic0070.wav,dark
dataset\audio\MC02Session1wav_headMic0071.wav,usually minus several buttons;
dataset\audio\MC02Session1wav_headMic0072.wav,corn
dataset\audio\MC02Session1wav_headMic0073.wav,warm
dataset\audio\MC02Session1wav_headMic0075.wav,farm
dataset\audio\MC02Session1wav_headMic0076.wav,pat
dataset\audio\MC02Session1wav_headMic0077.wav,warm
dataset\audio\MC02Session1wav_headMic0078.wav,train
dataset\audio\MC02Session1wav_headMic0079.wav,stubble
dataset\audio\MC02Session1wav_headMic0080.wav,jacket
dataset\audio\MC02Session1wav_headMic0081.wav,range
dataset\audio\MC02Session1wav_headMic0082.wav,You wished to know all about my grandfather.
dataset\audio\MC02Session1wav_headMic0083.wav,feed
dataset\audio\MC02Session1wav_headMic0084.wav,swarm
dataset\audio\MC02Session1wav_headMic0085.wav,park
dataset\audio\MC02Session1wav_headMic0086.wav,rage
dataset\audio\MC02Session1wav_headMic0087.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle."
dataset\audio\MC02Session1wav_headMic0088.wav,"Well, he is nearly ninety-three years old;"
dataset\audio\MC02Session1wav_headMic0089.wav,dagger
dataset\audio\MC02Session1wav_headMic0090.wav,tip
dataset\audio\MC02Session1wav_headMic0091.wav,for
dataset\audio\MC02Session1wav_headMic0092.wav,torn
dataset\audio\MC02Session1wav_headMic0093.wav,race
dataset\audio\MC02Session1wav_headMic0094.wav,rate
dataset\audio\MC02Session1wav_headMic0095.wav,ship
dataset\audio\MC02Session1wav_headMic0096.wav,"We have often urged him to walk more and smoke less,"
dataset\audio\MC02Session1wav_headMic0097.wav,beat
dataset\audio\MC02Session1wav_headMic0098.wav,share
dataset\audio\MC02Session1wav_headMic0099.wav,form
dataset\audio\MC02Session1wav_headMic0100.wav,sip
dataset\audio\MC02Session1wav_headMic0101.wav,right
dataset\audio\MC02Session1wav_headMic0102.wav,air
dataset\audio\MC02Session1wav_headMic0103.wav,bubble
dataset\audio\MC02Session1wav_headMic0104.wav,beat
dataset\audio\MC02Session1wav_headMic0105.wav,feed
dataset\audio\MC02Session1wav_headMic0106.wav,know
dataset\audio\MC02Session1wav_headMic0107.wav,spark
dataset\audio\MC02Session1wav_headMic0109.wav,rain
dataset\audio\MC02Session1wav_headMic0110.wav,trace
dataset\audio\MC02Session1wav_headMic0112.wav,"Except in the winter when the ooze or snow or ice prevents,"
dataset\audio\MC02Session1wav_headMic0113.wav,bit
dataset\audio\MC02Session1wav_headMic0114.wav,two
dataset\audio\MC02Session1wav_headMic0115.wav,car
dataset\audio\MC02Session1wav_headMic0116.wav,sip
dataset\audio\MC02Session1wav_headMic0117.wav,air
dataset\audio\MC02Session1wav_headMic0118.wav,storm
dataset\audio\MC02Session1wav_headMic0119.wav,slip
dataset\audio\MC02Session1wav_headMic0120.wav,stick
dataset\audio\MC02Session1wav_headMic0121.wav,store
dataset\audio\MC02Session1wav_headMic0122.wav,white
dataset\audio\MC02Session1wav_headMic0123.wav,single
dataset\audio\MC02Session1wav_headMic0124.wav,lip
dataset\audio\MC02Session1wav_headMic0125.wav,droop
dataset\audio\MC02Session1wav_headMic0126.wav,cheer
dataset\audio\MC02Session1wav_headMic0127.wav,"Everything went real smooth, the sheriff said."
dataset\audio\MC02Session1wav_headMic0128.wav,Just one side got wet.
dataset\audio\MC02Session1wav_headMic0129.wav,Are your grades higher or lower than Nancy's?
dataset\audio\MC02Session1wav_headMic0130.wav,Two other cases also were under advisement.
dataset\audio\MC02Session1wav_headMic0131.wav,Two other cases also were under advisement.
dataset\audio\MC02Session1wav_headMic0132.wav,slay
dataset\audio\MC02Session1wav_headMic0133.wav,peer
dataset\audio\MC02Session1wav_headMic0134.wav,four
dataset\audio\MC02Session1wav_headMic0135.wav,toot
dataset\audio\MC02Session1wav_headMic0136.wav,though
dataset\audio\MC02Session1wav_headMic0137.wav,Why yell or worry over silly items?
dataset\audio\MC02Session1wav_headMic0139.wav,pile
dataset\audio\MC02Session1wav_headMic0140.wav,urgent
dataset\audio\MC02Session1wav_headMic0141.wav,The islands are sparsely populated.
dataset\audio\MC02Session1wav_headMic0142.wav,three
dataset\audio\MC02Session1wav_headMic0143.wav,group
dataset\audio\MC02Session1wav_headMic0144.wav,know
dataset\audio\MC02Session1wav_headMic0145.wav,We gathered shells on the beach.
dataset\audio\MC02Session1wav_headMic0146.wav,I just try to do my best.
dataset\audio\MC02Session1wav_headMic0147.wav,back
dataset\audio\MC02Session1wav_headMic0148.wav,play
dataset\audio\MC02Session1wav_headMic0149.wav,suit
dataset\audio\MC02Session1wav_headMic0150.wav,whoop
dataset\audio\MC02Session1wav_headMic0151.wav,much
dataset\audio\MC02Session1wav_headMic0152.wav,forward
dataset\audio\MC02Session1wav_headMic0153.wav,near
dataset\audio\MC02Session1wav_headMic0154.wav,rock
dataset\audio\MC02Session1wav_headMic0155.wav,sprinkle
dataset\audio\MC02Session1wav_headMic0156.wav,area
dataset\audio\MC02Session1wav_headMic0157.wav,Jane may earn more money by working hard.
dataset\audio\MC02Session1wav_headMic0158.wav,You're used to being on the field.
dataset\audio\MC02Session1wav_headMic0159.wav,loop
dataset\audio\MC02Session1wav_headMic0160.wav,menu
dataset\audio\MC02Session1wav_headMic0161.wav,Both figures would go higher in later years.
dataset\audio\MC02Session1wav_headMic0162.wav,I was conscious all the time.
dataset\audio\MC02Session1wav_headMic0163.wav,This was easy for us.
dataset\audio\MC02Session1wav_headMic0164.wav,jungle
dataset\audio\MC02Session1wav_headMic0165.wav,fate
dataset\audio\MC02Session1wav_headMic0166.wav,witch
dataset\audio\MC02Session1wav_headMic0167.wav,sigh
dataset\audio\MC02Session1wav_headMic0168.wav,ate
dataset\audio\MC02Session1wav_headMic0169.wav,select
dataset\audio\MC02Session1wav_headMic0170.wav,You'd be better off taking a cold shower.
dataset\audio\MC02Session1wav_headMic0171.wav,knot
dataset\audio\MC02Session1wav_headMic0172.wav,tie
dataset\audio\MC02Session1wav_headMic0173.wav,sway
dataset\audio\MC02Session1wav_headMic0174.wav,write
dataset\audio\MC02Session1wav_headMic0175.wav,sleep
dataset\audio\MC02Session1wav_headMic0176.wav,boot
dataset\audio\MC02Session1wav_headMic0177.wav,The train approached the depot slowly.
dataset\audio\MC02Session1wav_headMic0178.wav,He will allow a rare lie.
dataset\audio\MC02Session1wav_headMic0179.wav,All the big baseball players get traded.
dataset\audio\MC02Session1wav_headMic0180.wav,rocks
dataset\audio\MC02Session1wav_headMic0181.wav,deer
dataset\audio\MC02Session1wav_headMic0182.wav,mere
dataset\audio\MC02Session1wav_headMic0183.wav,slip
dataset\audio\MC02Session1wav_headMic0184.wav,write
dataset\audio\MC02Session1wav_headMic0185.wav,thigh
dataset\audio\MC02Session1wav_headMic0186.wav,hear
dataset\audio\MC02Session1wav_headMic0187.wav,galore
dataset\audio\MC02Session1wav_headMic0188.wav,light
dataset\audio\MC02Session1wav_headMic0189.wav,fear
dataset\audio\MC02Session1wav_headMic0190.wav,wish
dataset\audio\MC02Session1wav_headMic0191.wav,pad
dataset\audio\MC02Session1wav_headMic0192.wav,pad
dataset\audio\MC02Session1wav_headMic0193.wav,snoop
dataset\audio\MC02Session1wav_headMic0194.wav,coupe
dataset\audio\MC02Session1wav_headMic0195.wav,Bright sunshine shimmers on the ocean.
dataset\audio\MC02Session1wav_headMic0196.wav,gnaw
dataset\audio\MC02Session1wav_headMic0197.wav,ate
dataset\audio\MC02Session1wav_headMic0198.wav,shear
dataset\audio\MC02Session1wav_headMic0199.wav,sigh
dataset\audio\MC02Session1wav_headMic0200.wav,cycle
dataset\audio\MC02Session1wav_headMic0201.wav,pay
dataset\audio\MC02Session1wav_headMic0202.wav,root
dataset\audio\MC02Session1wav_headMic0204.wav,bad
dataset\audio\MC02Session1wav_headMic0205.wav,hate
dataset\audio\MC02Session1wav_headMic0206.wav,dot
dataset\audio\MC02Session1wav_headMic0207.wav,fruit
dataset\audio\MC02Session1wav_headMic0208.wav,troop
dataset\audio\MC02Session1wav_headMic0209.wav,Where were you while we were away?
dataset\audio\MC02Session1wav_headMic0210.wav,The humidity is overwhelming there.
dataset\audio\MC02Session1wav_headMic0211.wav,knew
dataset\audio\MC02Session1wav_headMic0212.wav,floor
dataset\audio\MC02Session1wav_headMic0213.wav,I tried to tell people in the community.
dataset\audio\MC02Session1wav_headMic0214.wav,delta
dataset\audio\MC02Session1wav_headMic0215.wav,slip
dataset\audio\MC02Session1wav_headMic0216.wav,mut
dataset\audio\MC02Session1wav_headMic0217.wav,briar
dataset\audio\MC02Session1wav_headMic0218.wav,pat
dataset\audio\MC02Session1wav_headMic0219.wav,bear
dataset\audio\MC02Session1wav_headMic0220.wav,bad
dataset\audio\MC02Session1wav_headMic0221.wav,Their house is grey and white.
dataset\audio\MC02Session1wav_headMic0222.wav,pot
dataset\audio\MC02Session1wav_headMic0223.wav,error
dataset\audio\MC02Session1wav_headMic0224.wav,bat
dataset\audio\MC02Session1wav_headMic0225.wav,One validated acts of school districts.
dataset\audio\MC02Session1wav_headMic0226.wav,shoot
dataset\audio\MC02Session1wav_headMic0227.wav,I scrubbed the floors thoroughly.
dataset\audio\MC02Session1wav_headMic0228.wav,Will Robin wear a yellow lily?
dataset\audio\MC02Session1wav_headMic0229.wav,side
dataset\audio\MC02Session1wav_headMic0230.wav,explore
dataset\audio\MC02Session1wav_headMic0231.wav,I looked up and noticed two old men.
dataset\audio\MC02Session1wav_headMic0232.wav,steer
dataset\audio\MC02Session1wav_headMic0233.wav,Nothing is as offensive as innocence.
dataset\audio\MC02Session1wav_headMic0234.wav,Nothing is offensive as innocense.
dataset\audio\MC02Session1wav_headMic0235.wav,I feel I can play this weekend.
dataset\audio\MC02Session1wav_headMic0236.wav,here
dataset\audio\MC02Session1wav_headMic0237.wav,prior
dataset\audio\MC02Session1wav_headMic0238.wav,yes
dataset\audio\MC02Session1wav_headMic0239.wav,Mother sews yellow gingham aprons.
dataset\audio\MC02Session1wav_headMic0240.wav,Mother sews yellow gingham aprons.
dataset\audio\MC02Session1wav_headMic0241.wav,we're
dataset\audio\MC02Session1wav_headMic0242.wav,charlie
dataset\audio\MC02Session1wav_headMic0243.wav,air
dataset\audio\MC02Session1wav_headMic0244.wav,She is thinner than I am.
dataset\audio\MC02Session1wav_headMic0245.wav,sigh
dataset\audio\MC02Session1wav_headMic0246.wav,no
dataset\audio\MC02Session1wav_headMic0248.wav,of
dataset\audio\MC02Session1wav_headMic0249.wav,tile
dataset\audio\MC02Session1wav_headMic0250.wav,They carried me off on the stretcher.
dataset\audio\MC02Session1wav_headMic0251.wav,My sister made the flowered curtains.
dataset\audio\MC02Session1wav_headMic0252.wav,"If you destroy confidence in banks, you do something to the economy, he said."
dataset\audio\MC02Session1wav_headMic0253.wav,"If you destroy confidence in banks, you do something to the economy, he said."
dataset\audio\MC02Session1wav_headMic0254.wav,suit
dataset\audio\MC02Session1wav_headMic0255.wav,shy
dataset\audio\MC02Session1wav_headMic0256.wav,shy
dataset\audio\MC02Session1wav_headMic0257.wav,rich
dataset\audio\MC02Session1wav_headMic0258.wav,pit
dataset\audio\MC02Session1wav_headMic0259.wav,It was a good win for us.
dataset\audio\MC02Session1wav_headMic0260.wav,fat
dataset\audio\MC02Session1wav_headMic0261.wav,eight
dataset\audio\MC02Session1wav_headMic0262.wav,He further proposed grants of an unspecified sum for experimental hospitals.
dataset\audio\MC02Session1wav_headMic0263.wav,He further proposed grants of an unspecified sum for experimental hospitals.
dataset\audio\MC02Session1wav_headMic0264.wav,The books are very expensive.
dataset\audio\MC02Session1wav_headMic0265.wav,leak
dataset\audio\MC02Session1wav_headMic0266.wav,A roll of wire lay near the wall.
dataset\audio\MC02Session1wav_headMic0267.wav,seed
dataset\audio\MC02Session1wav_headMic0268.wav,top
dataset\audio\MC02Session1wav_headMic0269.wav,"If you are losing water, replace it immediately."
dataset\audio\MC02Session1wav_headMic0270.wav,mike
dataset\audio\MC02Session1wav_headMic0271.wav,seven
dataset\audio\MC02Session1wav_headMic0272.wav,Alfalfa is healthy for you.
dataset\audio\MC02Session1wav_headMic0273.wav,sergeant
dataset\audio\MC02Session1wav_headMic0274.wav,This is a period of transition for me.
dataset\audio\MC02Session1wav_headMic0275.wav,quebec
dataset\audio\MC02Session1wav_headMic0276.wav,take
dataset\audio\MC02Session1wav_headMic0277.wav,The museum hires musicians every evening.
dataset\audio\MC02Session1wav_headMic0278.wav,sitting
dataset\audio\MC02Session1wav_headMic0279.wav,zero
dataset\audio\MC02Session1wav_headMic0280.wav,at
dataset\audio\MC02Session1wav_headMic0281.wav,I expect we'll bounce back this week.
dataset\audio\MC02Session1wav_headMic0282.wav,nine
dataset\audio\MC02Session1wav_headMic0283.wav,lair
dataset\audio\MC02Session1wav_headMic0284.wav,spark
dataset\audio\MC02Session1wav_headMic0285.wav,It eventually became a rather proud claim.
dataset\audio\MC02Session1wav_headMic0286.wav,It eventually became a rather proud claim.
dataset\audio\MC02Session1wav_headMic0287.wav,"Night after night, they received annoying phone calls."
dataset\audio\MC02Session1wav_headMic0288.wav,Day after day some new episode is reported.
dataset\audio\MC02Session1wav_headMic0289.wav,reek
dataset\audio\MC02Session1wav_headMic0290.wav,city
dataset\audio\MC02Session1wav_headMic0291.wav,golf
dataset\audio\MC02Session1wav_headMic0292.wav,park
dataset\audio\MC02Session1wav_headMic0293.wav,echo
dataset\audio\MC02Session1wav_headMic0294.wav,six
dataset\audio\MC02Session1wav_headMic0295.wav,bloat
dataset\audio\MC02Session1wav_headMic0296.wav,hat
dataset\audio\MC02Session1wav_headMic0297.wav,and
dataset\audio\MC02Session1wav_headMic0298.wav,leak
dataset\audio\MC02Session1wav_headMic0299.wav,league
dataset\audio\MC02Session1wav_headMic0300.wav,cake
dataset\audio\MC02Session1wav_headMic0301.wav,barn
dataset\audio\MC02Session1wav_headMic0302.wav,The misguided souls have lost their way.
dataset\audio\MC02Session1wav_headMic0303.wav,hill
dataset\audio\MC02Session1wav_headMic0304.wav,There is a treehouse up above.
dataset\audio\MC02Session1wav_headMic0305.wav,lick
dataset\audio\MC02Session1wav_headMic0306.wav,hark
dataset\audio\MC02Session1wav_headMic0307.wav,him
dataset\audio\MC02Session1wav_headMic0308.wav,no
dataset\audio\MC02Session1wav_headMic0309.wav,hitting
dataset\audio\MC02Session1wav_headMic0310.wav,brawn
dataset\audio\MC02Session1wav_headMic0311.wav,foxtrot
dataset\audio\MC02Session1wav_headMic0312.wav,sigh
dataset\audio\MC02Session1wav_headMic0313.wav,lima
dataset\audio\MC02Session1wav_headMic0314.wav,It also provides for funds to clear slums and help colleges build dormitories.
dataset\audio\MC02Session1wav_headMic0315.wav,It also provides for funds to clear slums and help colleges build dormitories.
dataset\audio\MC02Session1wav_headMic0316.wav,papa
dataset\audio\MC02Session1wav_headMic0317.wav,Swing your arm as high as you can.
dataset\audio\MC02Session1wav_headMic0318.wav,hotel
dataset\audio\MC02Session1wav_headMic0320.wav,The dolphins swam around our boat.
dataset\audio\MC02Session1wav_headMic0321.wav,november
dataset\audio\MC02Session1wav_headMic0322.wav,bit
dataset\audio\MC02Session1wav_headMic0323.wav,blow
dataset\audio\MC02Session1wav_headMic0324.wav,tell
dataset\audio\MC02Session1wav_headMic0325.wav,written
dataset\audio\MC02Session1wav_headMic0326.wav,thought
dataset\audio\MC02Session1wav_headMic0327.wav,fill
dataset\audio\MC02Session1wav_headMic0328.wav,witch
dataset\audio\MC02Session1wav_headMic0329.wav,hum
dataset\audio\MC02Session1wav_headMic0330.wav,harp
dataset\audio\MC02Session1wav_headMic0331.wav,pitting
dataset\audio\MC02Session1wav_headMic0332.wav,I have had my bell rung.
dataset\audio\MC02Session1wav_headMic0333.wav,Carl lives in a lively home.
dataset\audio\MC02Session1wav_headMic0334.wav,at
dataset\audio\MC02Session1wav_headMic0335.wav,five
dataset\audio\MC02Session1wav_headMic0336.wav,five
dataset\audio\MC02Session1wav_headMic0337.wav,spain
dataset\audio\MC02Session1wav_headMic0338.wav,chop
dataset\audio\MC02Session1wav_headMic0339.wav,"When all else fails, use force."
dataset\audio\MC02Session1wav_headMic0340.wav,yes
dataset\audio\MC02Session1wav_headMic0341.wav,pretty
dataset\audio\MC02Session1wav_headMic0342.wav,oscar
dataset\audio\MC02Session1wav_headMic0343.wav,oscar
dataset\audio\MC02Session1wav_headMic0344.wav,bitten
dataset\audio\MC02Session1wav_headMic0345.wav,dark
dataset\audio\MC02Session1wav_headMic0346.wav,brought
dataset\audio\MC02Session1wav_headMic0347.wav,fat
dataset\audio\MC02Session1wav_headMic0348.wav,thorn
dataset\audio\MC02Session1wav_headMic0349.wav,spit
dataset\audio\MC02Session1wav_headMic0350.wav,sell
dataset\audio\MC02Session1wav_headMic0351.wav,fitting
dataset\audio\MC02Session1wav_headMic0352.wav,mush
dataset\audio\MC02Session1wav_headMic0353.wav,him
dataset\audio\MC02Session1wav_headMic0354.wav,vat
dataset\audio\MC02Session1wav_headMic0355.wav,heart
dataset\audio\MC02Session1wav_headMic0356.wav,We rode horseback to the farm.
dataset\audio\MC02Session1wav_headMic0357.wav,loyal
dataset\audio\MC02Session1wav_headMic0358.wav,start
dataset\audio\MC02Session1wav_headMic0359.wav,Nothing has been done yet to take advantage of the enabling legislation.
dataset\audio\MC02Session1wav_headMic0360.wav,hem
dataset\audio\MC02Session1wav_headMic0361.wav,The little schoolhouse stood empty.
dataset\audio\MC02Session1wav_headMic0362.wav,Both injuries were to the same leg.
dataset\audio\MC02Session1wav_headMic0363.wav,leak
dataset\audio\MC02Session1wav_headMic0364.wav,kitten
dataset\audio\MC02Session1wav_headMic0365.wav,much
dataset\audio\MC02Session1wav_headMic0366.wav,seeds
dataset\audio\MC02Session1wav_headMic0367.wav,"She wore warm, fleecy, woolen overalls."
dataset\audio\MC02Session1wav_headMic0368.wav,kilo
dataset\audio\MC02Session1wav_headMic0369.wav,mitten
dataset\audio\MC02Session1wav_headMic0370.wav,The box contained three sweaters.
dataset\audio\MC02Session1wav_headMic0372.wav,darn
dataset\audio\MC02Session1wav_headMic0373.wav,cart
dataset\audio\MC02Session1wav_headMic0374.wav,juliet
dataset\audio\MC02Session1wav_headMic0375.wav,pit
dataset\audio\MC02Session1wav_headMic0376.wav,Alimony harms a divorced man's wealth.
dataset\audio\MC02Session1wav_headMic0377.wav,Aluminum silverware can often be flimsy.
dataset\audio\MC02Session1wav_headMic0378.wav,He wrapped the package hastily.
dataset\audio\MC02Session1wav_headMic0379.wav,The job provides many benefits.
dataset\audio\MC02Session1wav_headMic0380.wav,"Before Thursday's exam, review every formula."
dataset\audio\MC02Session1wav_headMic0381.wav,dart
dataset\audio\MC02Session1wav_headMic0382.wav,side
dataset\audio\MC02Session1wav_headMic0383.wav,This is not a program of socialized medicine.
dataset\audio\MC02Session1wav_headMic0384.wav,Students watched as he got out.
dataset\audio\MC02Session1wav_headMic0385.wav,witty
dataset\audio\MC02Session1wav_headMic0386.wav,knitting
dataset\audio\MC02Session1wav_headMic0387.wav,part
dataset\audio\MC02Session1wav_headMic0388.wav,sign
dataset\audio\MC02Session2wav_headMic0004.wav,sip
dataset\audio\MC02Session2wav_headMic0005.wav,bed
dataset\audio\MC02Session2wav_headMic0006.wav,sit
dataset\audio\MC02Session2wav_headMic0007.wav,Help Greg to pick a peck of potatoes.
dataset\audio\MC02Session2wav_headMic0008.wav,Ned
dataset\audio\MC02Session2wav_headMic0009.wav,Then we'd really have someplace to go.
dataset\audio\MC02Session2wav_headMic0010.wav,Please open the window quickly.
dataset\audio\MC02Session2wav_headMic0011.wav,It's fun to roast marshmallows on a gas burner.
dataset\audio\MC02Session2wav_headMic0012.wav,bitter
dataset\audio\MC02Session2wav_headMic0013.wav,People who value themselves are life's winners.
dataset\audio\MC02Session2wav_headMic0014.wav,best
dataset\audio\MC02Session2wav_headMic0015.wav,sierra
dataset\audio\MC02Session2wav_headMic0016.wav,whisky
dataset\audio\MC02Session2wav_headMic0017.wav,Travel is about the only leisure we have.
dataset\audio\MC02Session2wav_headMic0018.wav,Those musicians harmonize marvelously.
dataset\audio\MC02Session2wav_headMic0019.wav,fork
dataset\audio\MC02Session2wav_headMic0020.wav,nice
dataset\audio\MC02Session2wav_headMic0021.wav,zulu
dataset\audio\MC02Session2wav_headMic0022.wav,wicked
dataset\audio\MC02Session2wav_headMic0023.wav,slicker
dataset\audio\MC02Session2wav_headMic0024.wav,The pair of shoes was new.
dataset\audio\MC02Session2wav_headMic0025.wav,up
dataset\audio\MC02Session2wav_headMic0026.wav,shoot
dataset\audio\MC02Session2wav_headMic0027.wav,neat
dataset\audio\MC02Session2wav_headMic0028.wav,The wait for work can be very long.
dataset\audio\MC02Session2wav_headMic0029.wav,ham
dataset\audio\MC02Session2wav_headMic0030.wav,one
dataset\audio\MC02Session2wav_headMic0031.wav,wit
dataset\audio\MC02Session2wav_headMic0032.wav,hand
dataset\audio\MC02Session2wav_headMic0033.wav,nest
dataset\audio\MC02Session2wav_headMic0034.wav,nut
dataset\audio\MC02Session2wav_headMic0035.wav,Each one volunteered to jump first.
dataset\audio\MC02Session2wav_headMic0036.wav,shell
dataset\audio\MC02Session2wav_headMic0037.wav,rock
dataset\audio\MC02Session2wav_headMic0038.wav,tin
dataset\audio\MC02Session2wav_headMic0039.wav,knot
dataset\audio\MC02Session2wav_headMic0040.wav,We have an excellent team.
dataset\audio\MC02Session2wav_headMic0041.wav,"Although always alone, we survive."
dataset\audio\MC02Session2wav_headMic0042.wav,red
dataset\audio\MC02Session2wav_headMic0043.wav,Some hotels are available nearby.
dataset\audio\MC02Session2wav_headMic0044.wav,tango
dataset\audio\MC02Session2wav_headMic0045.wav,spit
dataset\audio\MC02Session2wav_headMic0046.wav,left
dataset\audio\MC02Session2wav_headMic0047.wav,dead
dataset\audio\MC02Session2wav_headMic0048.wav,"This is a good place, though small."
dataset\audio\MC02Session2wav_headMic0049.wav,He is definitely a notch above us.
dataset\audio\MC02Session2wav_headMic0050.wav,rest
dataset\audio\MC02Session2wav_headMic0051.wav,Being able to dance can help too.
dataset\audio\MC02Session2wav_headMic0052.wav,sell
dataset\audio\MC02Session2wav_headMic0053.wav,glitter
dataset\audio\MC02Session2wav_headMic0054.wav,sicker
dataset\audio\MC02Session2wav_headMic0055.wav,He really crucified him; he nailed it for a yard loss.
dataset\audio\MC02Session2wav_headMic0056.wav,rock
dataset\audio\MC02Session2wav_headMic0057.wav,ticker
dataset\audio\MC02Session2wav_headMic0058.wav,You want him to do well.
dataset\audio\MC02Session2wav_headMic0059.wav,Nobody really expects to evacuate.
dataset\audio\MC02Session2wav_headMic0060.wav,lock
dataset\audio\MC02Session2wav_headMic0061.wav,meat
dataset\audio\MC02Session2wav_headMic0062.wav,The prospect of cutting back spending is an unpleasant one for any governor.
dataset\audio\MC02Session2wav_headMic0063.wav,romeo
dataset\audio\MC02Session2wav_headMic0064.wav,ship
dataset\audio\MC02Session2wav_headMic0065.wav,uniform
dataset\audio\MC02Session2wav_headMic0066.wav,wicker
dataset\audio\MC02Session2wav_headMic0067.wav,quicker
dataset\audio\MC02Session2wav_headMic0068.wav,two
dataset\audio\MC02Session2wav_headMic0069.wav,You can ride stagecoach.
dataset\audio\MC02Session2wav_headMic0070.wav,and
dataset\audio\MC02Session2wav_headMic0071.wav,him
dataset\audio\MC02Session2wav_headMic0072.wav,tread
dataset\audio\MC02Session2wav_headMic0073.wav,zip
dataset\audio\MC02Session2wav_headMic0074.wav,a
dataset\audio\MC02Session2wav_headMic0075.wav,chip
dataset\audio\MC02Session2wav_headMic0076.wav,sheet
dataset\audio\MC02Session2wav_headMic0077.wav,He took me out one day.
dataset\audio\MC02Session2wav_headMic0078.wav,liquor
dataset\audio\MC02Session2wav_headMic0079.wav,sing
dataset\audio\MC03Session1wav_headMic0006.wav,rave
dataset\audio\MC03Session1wav_headMic0007.wav,chair
dataset\audio\MC03Session1wav_headMic0008.wav,feet
dataset\audio\MC03Session1wav_headMic0009.wav,feet
dataset\audio\MC03Session1wav_headMic0010.wav,fair
dataset\audio\MC03Session1wav_headMic0011.wav,range
dataset\audio\MC03Session1wav_headMic0012.wav,bubble
dataset\audio\MC03Session1wav_headMic0013.wav,"Well, he is nearly ninety-three years old;"
dataset\audio\MC03Session1wav_headMic0014.wav,sip
dataset\audio\MC03Session1wav_headMic0015.wav,left
dataset\audio\MC03Session1wav_headMic0016.wav,trouble
dataset\audio\MC03Session1wav_headMic0017.wav,bat
dataset\audio\MC03Session1wav_headMic0018.wav,trace
dataset\audio\MC03Session1wav_headMic0019.wav,rake
dataset\audio\MC03Session1wav_headMic0020.wav,feed
dataset\audio\MC03Session1wav_headMic0022.wav,beta
dataset\audio\MC03Session1wav_headMic0023.wav,swarm
dataset\audio\MC03Session1wav_headMic0024.wav,right
dataset\audio\MC03Session1wav_headMic0025.wav,rage
dataset\audio\MC03Session1wav_headMic0026.wav,sticks
dataset\audio\MC03Session1wav_headMic0027.wav,car
dataset\audio\MC03Session1wav_headMic0028.wav,chair
dataset\audio\MC03Session1wav_headMic0029.wav,jacket
dataset\audio\MC03Session1wav_headMic0030.wav,know
dataset\audio\MC03Session1wav_headMic0031.wav,goat
dataset\audio\MC03Session1wav_headMic0032.wav,farm
dataset\audio\MC03Session1wav_headMic0033.wav,meat
dataset\audio\MC03Session1wav_headMic0034.wav,yes
dataset\audio\MC03Session1wav_headMic0035.wav,form
dataset\audio\MC03Session1wav_headMic0036.wav,grow
dataset\audio\MC03Session1wav_headMic0037.wav,two
dataset\audio\MC03Session1wav_headMic0038.wav,dark
dataset\audio\MC03Session1wav_headMic0039.wav,park
dataset\audio\MC03Session1wav_headMic0040.wav,weed
dataset\audio\MC03Session1wav_headMic0041.wav,bit
dataset\audio\MC03Session1wav_headMic0042.wav,swore
